"Plot Title: 10350007"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10350007, SEN S/N: 10350007, LBL: temp)","Coupler Detached (LGR S/N: 10350007)","Bad Battery (LGR S/N: 10350007)","Host Connected (LGR S/N: 10350007)","Coupler Attached (LGR S/N: 10350007)","Stopped (LGR S/N: 10350007)","End Of File (LGR S/N: 10350007)"
47,10/29/2025 05:36:28 PM,12.980,,,,,,
48,10/29/2025 05:46:28 PM,12.883,,,,,,
49,10/29/2025 05:56:28 PM,12.690,,,,,,
50,10/29/2025 06:06:28 PM,12.690,,,,,,
51,10/29/2025 06:16:28 PM,12.883,,,,,,
52,10/29/2025 06:26:28 PM,13.173,,,,,,
53,10/29/2025 06:36:28 PM,13.173,,,,,,
54,10/29/2025 06:46:28 PM,13.076,,,,,,
55,10/29/2025 06:56:28 PM,13.269,,,,,,
56,10/29/2025 07:06:28 PM,13.365,,,,,,
57,10/29/2025 07:16:28 PM,13.461,,,,,,
58,10/29/2025 07:26:28 PM,13.654,,,,,,
59,10/29/2025 07:36:28 PM,13.654,,,,,,
60,10/29/2025 07:46:28 PM,13.654,,,,,,
61,10/29/2025 07:56:28 PM,13.750,,,,,,
62,10/29/2025 08:06:28 PM,13.654,,,,,,
63,10/29/2025 08:16:28 PM,13.558,,,,,,
64,10/29/2025 08:26:28 PM,13.269,,,,,,
65,10/29/2025 08:36:28 PM,13.076,,,,,,
66,10/29/2025 08:46:28 PM,13.173,,,,,,
67,10/29/2025 08:56:28 PM,13.269,,,,,,
68,10/29/2025 09:06:28 PM,14.134,,,,,,
69,10/29/2025 09:16:28 PM,14.038,,,,,,
70,10/29/2025 09:26:28 PM,13.942,,,,,,
71,10/29/2025 09:36:28 PM,14.038,,,,,,
72,10/29/2025 09:46:28 PM,13.461,,,,,,
73,10/29/2025 09:56:28 PM,12.497,,,,,,
74,10/29/2025 10:06:28 PM,12.013,,,,,,
75,10/29/2025 10:16:28 PM,11.528,,,,,,
76,10/29/2025 10:26:28 PM,11.139,,,,,,
77,10/29/2025 10:36:28 PM,10.944,,,,,,
78,10/29/2025 10:46:28 PM,10.846,,,,,,
79,10/29/2025 10:56:28 PM,10.651,,,,,,
80,10/29/2025 11:06:28 PM,10.553,,,,,,
81,10/29/2025 11:16:28 PM,10.553,,,,,,
82,10/29/2025 11:26:28 PM,10.553,,,,,,
83,10/29/2025 11:36:28 PM,10.553,,,,,,
84,10/29/2025 11:46:28 PM,10.553,,,,,,
85,10/29/2025 11:56:28 PM,10.553,,,,,,
86,10/30/2025 12:06:28 AM,10.748,,,,,,
87,10/30/2025 12:16:28 AM,11.139,,,,,,
88,10/30/2025 12:26:28 AM,11.236,,,,,,
89,10/30/2025 12:36:28 AM,11.236,,,,,,
90,10/30/2025 12:46:28 AM,11.139,,,,,,
91,10/30/2025 12:56:28 AM,11.139,,,,,,
92,10/30/2025 01:06:28 AM,11.041,,,,,,
93,10/30/2025 01:16:28 AM,11.139,,,,,,
94,10/30/2025 01:26:28 AM,11.236,,,,,,
95,10/30/2025 01:36:28 AM,11.334,,,,,,
96,10/30/2025 01:46:28 AM,11.625,,,,,,
97,10/30/2025 01:56:28 AM,11.625,,,,,,
98,10/30/2025 02:06:28 AM,11.722,,,,,,
99,10/30/2025 02:16:28 AM,11.819,,,,,,
100,10/30/2025 02:26:28 AM,12.110,,,,,,
101,10/30/2025 02:36:28 AM,12.207,,,,,,
102,10/30/2025 02:46:28 AM,12.401,,,,,,
103,10/30/2025 02:56:28 AM,12.304,,,,,,
104,10/30/2025 03:06:28 AM,12.401,,,,,,
105,10/30/2025 03:16:28 AM,12.401,,,,,,
106,10/30/2025 03:26:28 AM,12.207,,,,,,
107,10/30/2025 03:36:28 AM,12.207,,,,,,
108,10/30/2025 03:46:28 AM,12.110,,,,,,
109,10/30/2025 03:56:28 AM,12.013,,,,,,
110,10/30/2025 04:06:28 AM,12.013,,,,,,
111,10/30/2025 04:16:28 AM,12.207,,,,,,
112,10/30/2025 04:26:28 AM,12.401,,,,,,
113,10/30/2025 04:36:28 AM,12.401,,,,,,
114,10/30/2025 04:46:28 AM,12.304,,,,,,
115,10/30/2025 04:56:28 AM,12.013,,,,,,
116,10/30/2025 05:06:28 AM,11.819,,,,,,
117,10/30/2025 05:16:28 AM,11.625,,,,,,
118,10/30/2025 05:26:28 AM,11.236,,,,,,
119,10/30/2025 05:36:28 AM,10.944,,,,,,
120,10/30/2025 05:46:28 AM,10.748,,,,,,
121,10/30/2025 05:56:28 AM,10.553,,,,,,
122,10/30/2025 06:06:28 AM,10.357,,,,,,
123,10/30/2025 06:16:28 AM,10.357,,,,,,
124,10/30/2025 06:26:28 AM,10.259,,,,,,
125,10/30/2025 06:36:28 AM,10.161,,,,,,
126,10/30/2025 06:46:28 AM,10.161,,,,,,
127,10/30/2025 06:56:28 AM,10.063,,,,,,
128,10/30/2025 07:06:28 AM,9.965,,,,,,
129,10/30/2025 07:16:28 AM,9.965,,,,,,
130,10/30/2025 07:26:28 AM,9.669,,,,,,
131,10/30/2025 07:36:28 AM,9.571,,,,,,
132,10/30/2025 07:46:28 AM,9.571,,,,,,
133,10/30/2025 07:56:28 AM,9.472,,,,,,
134,10/30/2025 08:06:28 AM,9.768,,,,,,
135,10/30/2025 08:16:28 AM,10.063,,,,,,
136,10/30/2025 08:26:28 AM,10.161,,,,,,
137,10/30/2025 08:36:28 AM,10.357,,,,,,
138,10/30/2025 08:46:28 AM,10.455,,,,,,
139,10/30/2025 08:56:28 AM,10.748,,,,,,
140,10/30/2025 09:06:28 AM,10.944,,,,,,
141,10/30/2025 09:16:28 AM,11.041,,,,,,
142,10/30/2025 09:26:28 AM,11.236,,,,,,
143,10/30/2025 09:36:28 AM,11.431,,,,,,
144,10/30/2025 09:46:28 AM,11.139,,,,,,
145,10/30/2025 09:56:28 AM,10.944,,,,,,
146,10/30/2025 10:06:28 AM,11.139,,,,,,
147,10/30/2025 10:16:28 AM,11.625,,,,,,
148,10/30/2025 10:26:28 AM,11.916,,,,,,
149,10/30/2025 10:36:28 AM,12.110,,,,,,
150,10/30/2025 10:46:28 AM,12.110,,,,,,
151,10/30/2025 10:56:28 AM,12.304,,,,,,
152,10/30/2025 11:06:28 AM,12.787,,,,,,
153,10/30/2025 11:16:28 AM,12.980,,,,,,
154,10/30/2025 11:26:28 AM,13.076,,,,,,
155,10/30/2025 11:36:28 AM,13.269,,,,,,
156,10/30/2025 11:46:28 AM,14.038,,,,,,
157,10/30/2025 11:56:28 AM,15.282,,,,,,
158,10/30/2025 12:06:28 PM,13.846,,,,,,
159,10/30/2025 12:16:28 PM,13.173,,,,,,
160,10/30/2025 12:26:28 PM,15.664,,,,,,
161,10/30/2025 12:36:28 PM,16.141,,,,,,
162,10/30/2025 12:46:28 PM,17.189,,,,,,
163,10/30/2025 12:56:28 PM,19.948,,,,,,
164,10/30/2025 01:06:28 PM,15.473,,,,,,
165,10/30/2025 01:16:28 PM,14.804,,,,,,
166,10/30/2025 01:26:28 PM,18.236,,,,,,
167,10/30/2025 01:36:28 PM,20.901,,,,,,
168,10/30/2025 01:46:28 PM,17.189,,,,,,
169,10/30/2025 01:56:28 PM,17.950,,,,,,
170,10/30/2025 02:06:28 PM,19.377,,,,,,
171,10/30/2025 02:16:28 PM,21.473,,,,,,
172,10/30/2025 02:26:28 PM,18.045,,,,,,
173,10/30/2025 02:36:28 PM,19.187,,,,,,
174,10/30/2025 02:46:28 PM,18.996,,,,,,
175,10/30/2025 02:56:28 PM,17.094,,,,,,
176,10/30/2025 03:06:28 PM,17.094,,,,,,
177,10/30/2025 03:16:28 PM,17.760,,,,,,
178,10/30/2025 03:26:28 PM,17.189,,,,,,
179,10/30/2025 03:36:28 PM,17.189,,,,,,
180,10/30/2025 03:46:28 PM,16.046,,,,,,
181,10/30/2025 03:56:28 PM,15.378,,,,,,
182,10/30/2025 04:06:28 PM,14.900,,,,,,
183,10/30/2025 04:16:28 PM,13.846,,,,,,
184,10/30/2025 04:26:28 PM,13.173,,,,,,
185,10/30/2025 04:36:28 PM,12.497,,,,,,
186,10/30/2025 04:46:28 PM,11.819,,,,,,
187,10/30/2025 04:56:28 PM,11.041,,,,,,
188,10/30/2025 05:06:28 PM,10.553,,,,,,
189,10/30/2025 05:16:28 PM,10.063,,,,,,
190,10/30/2025 05:26:28 PM,9.669,,,,,,
191,10/30/2025 05:36:28 PM,9.373,,,,,,
192,10/30/2025 05:46:28 PM,9.176,,,,,,
193,10/30/2025 05:56:28 PM,8.978,,,,,,
194,10/30/2025 06:06:28 PM,8.779,,,,,,
195,10/30/2025 06:16:28 PM,8.680,,,,,,
196,10/30/2025 06:26:28 PM,8.481,,,,,,
197,10/30/2025 06:36:28 PM,8.581,,,,,,
198,10/30/2025 06:46:28 PM,8.481,,,,,,
199,10/30/2025 06:56:28 PM,8.481,,,,,,
200,10/30/2025 07:06:28 PM,8.382,,,,,,
201,10/30/2025 07:16:28 PM,8.382,,,,,,
202,10/30/2025 07:26:28 PM,8.282,,,,,,
203,10/30/2025 07:36:28 PM,8.182,,,,,,
204,10/30/2025 07:46:28 PM,8.182,,,,,,
205,10/30/2025 07:56:28 PM,8.082,,,,,,
206,10/30/2025 08:06:28 PM,8.082,,,,,,
207,10/30/2025 08:16:28 PM,8.082,,,,,,
208,10/30/2025 08:26:28 PM,8.082,,,,,,
209,10/30/2025 08:36:28 PM,8.082,,,,,,
210,10/30/2025 08:46:28 PM,7.983,,,,,,
211,10/30/2025 08:56:28 PM,7.983,,,,,,
212,10/30/2025 09:06:28 PM,7.882,,,,,,
213,10/30/2025 09:16:28 PM,7.782,,,,,,
214,10/30/2025 09:26:28 PM,7.682,,,,,,
215,10/30/2025 09:36:28 PM,7.682,,,,,,
216,10/30/2025 09:46:28 PM,7.682,,,,,,
217,10/30/2025 09:56:28 PM,7.682,,,,,,
218,10/30/2025 10:06:28 PM,7.582,,,,,,
219,10/30/2025 10:16:28 PM,7.582,,,,,,
220,10/30/2025 10:26:28 PM,7.481,,,,,,
221,10/30/2025 10:36:28 PM,7.381,,,,,,
222,10/30/2025 10:46:28 PM,7.381,,,,,,
223,10/30/2025 10:56:28 PM,7.381,,,,,,
224,10/30/2025 11:06:28 PM,7.280,,,,,,
225,10/30/2025 11:16:28 PM,7.280,,,,,,
226,10/30/2025 11:26:28 PM,7.179,,,,,,
227,10/30/2025 11:36:28 PM,7.079,,,,,,
228,10/30/2025 11:46:28 PM,7.079,,,,,,
229,10/30/2025 11:56:28 PM,6.978,,,,,,
230,10/31/2025 12:06:28 AM,6.877,,,,,,
231,10/31/2025 12:16:28 AM,6.877,,,,,,
232,10/31/2025 12:26:28 AM,6.775,,,,,,
233,10/31/2025 12:36:28 AM,6.877,,,,,,
234,10/31/2025 12:46:28 AM,6.775,,,,,,
235,10/31/2025 12:56:28 AM,6.674,,,,,,
236,10/31/2025 01:06:28 AM,6.674,,,,,,
237,10/31/2025 01:16:28 AM,6.573,,,,,,
238,10/31/2025 01:26:28 AM,6.573,,,,,,
239,10/31/2025 01:36:28 AM,6.573,,,,,,
240,10/31/2025 01:46:28 AM,6.573,,,,,,
241,10/31/2025 01:56:28 AM,6.573,,,,,,
242,10/31/2025 02:06:28 AM,6.674,,,,,,
243,10/31/2025 02:16:28 AM,6.674,,,,,,
244,10/31/2025 02:26:28 AM,6.674,,,,,,
245,10/31/2025 02:36:28 AM,6.775,,,,,,
246,10/31/2025 02:46:28 AM,6.674,,,,,,
247,10/31/2025 02:56:28 AM,6.674,,,,,,
248,10/31/2025 03:06:28 AM,6.674,,,,,,
249,10/31/2025 03:16:28 AM,6.573,,,,,,
250,10/31/2025 03:26:28 AM,6.573,,,,,,
251,10/31/2025 03:36:28 AM,6.573,,,,,,
252,10/31/2025 03:46:28 AM,6.573,,,,,,
253,10/31/2025 03:56:28 AM,6.573,,,,,,
254,10/31/2025 04:06:28 AM,6.573,,,,,,
255,10/31/2025 04:16:28 AM,6.674,,,,,,
256,10/31/2025 04:26:28 AM,6.674,,,,,,
257,10/31/2025 04:36:28 AM,6.674,,,,,,
258,10/31/2025 04:46:28 AM,6.573,,,,,,
259,10/31/2025 04:56:28 AM,6.573,,,,,,
260,10/31/2025 05:06:28 AM,6.471,,,,,,
261,10/31/2025 05:16:28 AM,6.471,,,,,,
262,10/31/2025 05:26:28 AM,6.471,,,,,,
263,10/31/2025 05:36:28 AM,6.370,,,,,,
264,10/31/2025 05:46:28 AM,6.471,,,,,,
265,10/31/2025 05:56:28 AM,6.471,,,,,,
266,10/31/2025 06:06:28 AM,6.573,,,,,,
267,10/31/2025 06:16:28 AM,6.471,,,,,,
268,10/31/2025 06:26:28 AM,6.471,,,,,,
269,10/31/2025 06:36:28 AM,6.370,,,,,,
270,10/31/2025 06:46:28 AM,6.370,,,,,,
271,10/31/2025 06:56:28 AM,6.370,,,,,,
272,10/31/2025 07:06:28 AM,6.471,,,,,,
273,10/31/2025 07:16:28 AM,6.471,,,,,,
274,10/31/2025 07:26:28 AM,6.370,,,,,,
275,10/31/2025 07:36:28 AM,6.573,,,,,,
276,10/31/2025 07:46:28 AM,6.674,,,,,,
277,10/31/2025 07:56:28 AM,6.775,,,,,,
278,10/31/2025 08:06:28 AM,6.978,,,,,,
279,10/31/2025 08:16:28 AM,7.280,,,,,,
280,10/31/2025 08:26:28 AM,7.582,,,,,,
281,10/31/2025 08:36:28 AM,7.983,,,,,,
282,10/31/2025 08:46:28 AM,8.481,,,,,,
283,10/31/2025 08:56:28 AM,8.779,,,,,,
284,10/31/2025 09:06:28 AM,8.978,,,,,,
285,10/31/2025 09:16:28 AM,9.176,,,,,,
286,10/31/2025 09:26:28 AM,9.275,,,,,,
287,10/31/2025 09:36:28 AM,9.373,,,,,,
288,10/31/2025 09:46:28 AM,9.768,,,,,,
289,10/31/2025 09:56:28 AM,10.259,,,,,,
290,10/31/2025 10:06:28 AM,10.748,,,,,,
291,10/31/2025 10:16:28 AM,11.528,,,,,,
292,10/31/2025 10:26:28 AM,12.304,,,,,,
293,10/31/2025 10:36:28 AM,13.269,,,,,,
294,10/31/2025 10:46:28 AM,13.461,,,,,,
295,10/31/2025 10:56:28 AM,13.173,,,,,,
296,10/31/2025 11:06:28 AM,12.690,,,,,,
297,10/31/2025 11:16:28 AM,12.690,,,,,,
298,10/31/2025 11:26:28 AM,13.269,,,,,,
299,10/31/2025 11:36:28 AM,14.038,,,,,,
300,10/31/2025 11:46:28 AM,14.709,,,,,,
301,10/31/2025 11:56:28 AM,15.473,,,,,,
302,10/31/2025 12:06:28 PM,15.378,,,,,,
303,10/31/2025 12:16:28 PM,15.091,,,,,,
304,10/31/2025 12:26:28 PM,14.709,,,,,,
305,10/31/2025 12:36:28 PM,14.613,,,,,,
306,10/31/2025 12:46:28 PM,14.613,,,,,,
307,10/31/2025 12:56:28 PM,15.760,,,,,,
308,10/31/2025 01:06:28 PM,16.903,,,,,,
309,10/31/2025 01:16:28 PM,16.141,,,,,,
310,10/31/2025 01:26:28 PM,17.855,,,,,,
311,10/31/2025 01:36:28 PM,18.331,,,,,,
312,10/31/2025 01:46:28 PM,17.665,,,,,,
313,10/31/2025 01:56:28 PM,18.426,,,,,,
314,10/31/2025 02:06:28 PM,17.665,,,,,,
315,10/31/2025 02:16:28 PM,16.808,,,,,,
316,10/31/2025 02:26:28 PM,16.903,,,,,,
317,10/31/2025 02:36:28 PM,17.665,,,,,,
318,10/31/2025 02:46:28 PM,18.331,,,,,,
319,10/31/2025 02:56:28 PM,17.950,,,,,,
320,10/31/2025 03:06:28 PM,17.665,,,,,,
321,10/31/2025 03:16:28 PM,17.570,,,,,,
322,10/31/2025 03:26:28 PM,17.379,,,,,,
323,10/31/2025 03:36:28 PM,16.903,,,,,,
324,10/31/2025 03:46:28 PM,16.332,,,,,,
325,10/31/2025 03:56:28 PM,15.760,,,,,,
326,10/31/2025 04:06:28 PM,15.282,,,,,,
327,10/31/2025 04:16:28 PM,15.091,,,,,,
328,10/31/2025 04:26:28 PM,14.804,,,,,,
329,10/31/2025 04:36:28 PM,14.517,,,,,,
330,10/31/2025 04:46:28 PM,14.325,,,,,,
331,10/31/2025 04:56:28 PM,14.325,,,,,,
332,10/31/2025 05:06:28 PM,14.038,,,,,,
333,10/31/2025 05:16:28 PM,13.750,,,,,,
334,10/31/2025 05:26:28 PM,13.461,,,,,,
335,10/31/2025 05:36:28 PM,13.461,,,,,,
336,10/31/2025 05:46:28 PM,13.558,,,,,,
337,10/31/2025 05:56:28 PM,13.558,,,,,,
338,10/31/2025 06:06:28 PM,13.750,,,,,,
339,10/31/2025 06:16:28 PM,13.846,,,,,,
340,10/31/2025 06:26:28 PM,13.942,,,,,,
341,10/31/2025 06:36:28 PM,13.750,,,,,,
342,10/31/2025 06:46:28 PM,13.750,,,,,,
343,10/31/2025 06:56:28 PM,13.846,,,,,,
344,10/31/2025 07:06:28 PM,13.846,,,,,,
345,10/31/2025 07:16:28 PM,13.750,,,,,,
346,10/31/2025 07:26:28 PM,13.750,,,,,,
347,10/31/2025 07:36:28 PM,13.942,,,,,,
348,10/31/2025 07:46:28 PM,14.134,,,,,,
349,10/31/2025 07:56:28 PM,14.038,,,,,,
350,10/31/2025 08:06:28 PM,13.942,,,,,,
351,10/31/2025 08:16:28 PM,13.942,,,,,,
352,10/31/2025 08:26:28 PM,13.846,,,,,,
353,10/31/2025 08:36:28 PM,13.750,,,,,,
354,10/31/2025 08:46:28 PM,13.654,,,,,,
355,10/31/2025 08:56:28 PM,13.654,,,,,,
356,10/31/2025 09:06:28 PM,13.461,,,,,,
357,10/31/2025 09:16:28 PM,13.558,,,,,,
358,10/31/2025 09:26:28 PM,13.461,,,,,,
359,10/31/2025 09:36:28 PM,13.654,,,,,,
360,10/31/2025 09:46:28 PM,13.654,,,,,,
361,10/31/2025 09:56:28 PM,13.654,,,,,,
362,10/31/2025 10:06:28 PM,13.654,,,,,,
363,10/31/2025 10:16:28 PM,13.750,,,,,,
364,10/31/2025 10:26:28 PM,13.654,,,,,,
365,10/31/2025 10:36:28 PM,13.654,,,,,,
366,10/31/2025 10:46:28 PM,13.654,,,,,,
367,10/31/2025 10:56:28 PM,13.654,,,,,,
368,10/31/2025 11:06:28 PM,13.654,,,,,,
369,10/31/2025 11:16:28 PM,13.654,,,,,,
370,10/31/2025 11:26:28 PM,13.654,,,,,,
371,10/31/2025 11:36:28 PM,13.846,,,,,,
372,10/31/2025 11:46:28 PM,14.134,,,,,,
373,10/31/2025 11:56:28 PM,14.134,,,,,,
374,11/01/2025 12:06:28 AM,14.038,,,,,,
375,11/01/2025 12:16:28 AM,13.942,,,,,,
376,11/01/2025 12:26:28 AM,14.134,,,,,,
377,11/01/2025 12:36:28 AM,14.230,,,,,,
378,11/01/2025 12:46:28 AM,14.230,,,,,,
379,11/01/2025 12:56:28 AM,14.517,,,,,,
380,11/01/2025 01:06:28 AM,14.613,,,,,,
381,11/01/2025 01:16:28 AM,14.709,,,,,,
382,11/01/2025 01:26:28 AM,14.804,,,,,,
383,11/01/2025 01:36:28 AM,14.804,,,,,,
384,11/01/2025 01:46:28 AM,14.900,,,,,,
385,11/01/2025 01:56:28 AM,14.804,,,,,,
386,11/01/2025 02:06:28 AM,14.709,,,,,,
387,11/01/2025 02:16:28 AM,14.613,,,,,,
388,11/01/2025 02:26:28 AM,14.613,,,,,,
389,11/01/2025 02:36:28 AM,14.517,,,,,,
390,11/01/2025 02:46:28 AM,14.517,,,,,,
391,11/01/2025 02:56:28 AM,14.517,,,,,,
392,11/01/2025 03:06:28 AM,14.421,,,,,,
393,11/01/2025 03:16:28 AM,14.421,,,,,,
394,11/01/2025 03:26:28 AM,14.325,,,,,,
395,11/01/2025 03:36:28 AM,13.942,,,,,,
396,11/01/2025 03:46:28 AM,13.365,,,,,,
397,11/01/2025 03:56:28 AM,12.980,,,,,,
398,11/01/2025 04:06:28 AM,12.690,,,,,,
399,11/01/2025 04:16:28 AM,12.594,,,,,,
400,11/01/2025 04:26:28 AM,12.980,,,,,,
401,11/01/2025 04:36:28 AM,13.173,,,,,,
402,11/01/2025 04:46:28 AM,13.365,,,,,,
403,11/01/2025 04:56:28 AM,13.461,,,,,,
404,11/01/2025 05:06:28 AM,13.173,,,,,,
405,11/01/2025 05:16:28 AM,12.787,,,,,,
406,11/01/2025 05:26:28 AM,12.594,,,,,,
407,11/01/2025 05:36:28 AM,12.497,,,,,,
408,11/01/2025 05:46:28 AM,12.497,,,,,,
409,11/01/2025 05:56:28 AM,12.401,,,,,,
410,11/01/2025 06:06:28 AM,12.690,,,,,,
411,11/01/2025 06:16:28 AM,12.980,,,,,,
412,11/01/2025 06:26:28 AM,13.173,,,,,,
413,11/01/2025 06:36:28 AM,13.076,,,,,,
414,11/01/2025 06:46:28 AM,13.076,,,,,,
415,11/01/2025 06:56:28 AM,12.304,,,,,,
416,11/01/2025 07:06:28 AM,11.819,,,,,,
417,11/01/2025 07:16:28 AM,11.722,,,,,,
418,11/01/2025 07:26:28 AM,11.916,,,,,,
419,11/01/2025 07:36:28 AM,12.207,,,,,,
420,11/01/2025 07:46:28 AM,12.690,,,,,,
421,11/01/2025 07:56:28 AM,13.173,,,,,,
422,11/01/2025 08:06:28 AM,13.558,,,,,,
423,11/01/2025 08:16:28 AM,13.654,,,,,,
424,11/01/2025 08:26:28 AM,13.269,,,,,,
425,11/01/2025 08:36:28 AM,12.980,,,,,,
426,11/01/2025 08:46:28 AM,12.980,,,,,,
427,11/01/2025 08:56:28 AM,13.269,,,,,,
428,11/01/2025 09:06:28 AM,14.038,,,,,,
429,11/01/2025 09:16:28 AM,14.804,,,,,,
430,11/01/2025 09:26:28 AM,15.187,,,,,,
431,11/01/2025 09:36:28 AM,15.091,,,,,,
432,11/01/2025 09:46:28 AM,15.282,,,,,,
433,11/01/2025 09:56:28 AM,15.378,,,,,,
434,11/01/2025 10:06:28 AM,15.664,,,,,,
435,11/01/2025 10:16:28 AM,16.237,,,,,,
436,11/01/2025 10:26:28 AM,16.523,,,,,,
437,11/01/2025 10:36:28 AM,17.284,,,,,,
438,11/01/2025 10:46:28 AM,17.570,,,,,,
439,11/01/2025 10:56:28 AM,17.855,,,,,,
440,11/01/2025 11:06:28 AM,18.331,,,,,,
441,11/01/2025 11:16:28 AM,18.521,,,,,,
442,11/01/2025 11:26:28 AM,18.616,,,,,,
443,11/01/2025 11:36:28 AM,18.996,,,,,,
444,11/01/2025 11:46:28 AM,19.187,,,,,,
445,11/01/2025 11:56:28 AM,19.282,,,,,,
446,11/01/2025 12:06:28 PM,19.662,,,,,,
447,11/01/2025 12:16:28 PM,19.853,,,,,,
448,11/01/2025 12:26:28 PM,19.472,,,,,,
449,11/01/2025 12:36:28 PM,19.187,,,,,,
450,11/01/2025 12:46:28 PM,19.092,,,,,,
451,11/01/2025 12:56:28 PM,19.282,,,,,,
452,11/01/2025 01:06:28 PM,19.092,,,,,,
453,11/01/2025 01:16:28 PM,18.996,,,,,,
454,11/01/2025 01:26:28 PM,18.901,,,,,,
455,11/01/2025 01:36:28 PM,18.806,,,,,,
456,11/01/2025 01:46:28 PM,18.616,,,,,,
457,11/01/2025 01:56:28 PM,18.616,,,,,,
458,11/01/2025 02:06:28 PM,18.426,,,,,,
459,11/01/2025 02:16:28 PM,18.711,,,,,,
460,11/01/2025 02:26:28 PM,18.711,,,,,,
461,11/01/2025 02:36:28 PM,18.711,,,,,,
462,11/01/2025 02:46:28 PM,18.711,,,,,,
463,11/01/2025 02:56:28 PM,18.521,,,,,,
464,11/01/2025 03:06:28 PM,18.616,,,,,,
465,11/01/2025 03:16:28 PM,18.711,,,,,,
466,11/01/2025 03:26:28 PM,18.616,,,,,,
467,11/01/2025 03:36:28 PM,18.616,,,,,,
468,11/01/2025 03:46:28 PM,18.426,,,,,,
469,11/01/2025 03:56:28 PM,18.521,,,,,,
470,11/01/2025 04:06:28 PM,18.331,,,,,,
471,11/01/2025 04:16:28 PM,18.140,,,,,,
472,11/01/2025 04:26:28 PM,17.665,,,,,,
473,11/01/2025 04:36:28 PM,17.665,,,,,,
474,11/01/2025 04:46:28 PM,17.475,,,,,,
475,11/01/2025 04:56:28 PM,16.523,,,,,,
476,11/01/2025 05:06:28 PM,16.237,,,,,,
477,11/01/2025 05:16:28 PM,16.141,,,,,,
478,11/01/2025 05:26:28 PM,15.951,,,,,,
479,11/01/2025 05:36:28 PM,15.760,,,,,,
480,11/01/2025 05:46:28 PM,15.569,,,,,,
481,11/01/2025 05:56:28 PM,15.378,,,,,,
482,11/01/2025 06:06:28 PM,15.282,,,,,,
483,11/01/2025 06:16:28 PM,15.378,,,,,,
484,11/01/2025 06:26:28 PM,15.378,,,,,,
485,11/01/2025 06:36:28 PM,15.187,,,,,,
486,11/01/2025 06:46:28 PM,15.187,,,,,,
