"Plot-Titel: 10349997"
"Anz.","Datum Zeit, GMT+01:00","Temp., °C (LGR S/N: 10349997, SEN S/N: 10349997, LBL: CFB045_NW_TEMP)","Intensität, Lux (LGR S/N: 10349997, SEN S/N: 10349997, LBL: CFB045_NW_Light)","Koppler verbunden (LGR S/N: 10349997)","Host verbunden (LGR S/N: 10349997)","Angehalten (LGR S/N: 10349997)","Dateiende (LGR S/N: 10349997)"
2763,12.19.22 05:20:00 AM,1.330,0.0,,,,
2764,12.19.22 05:30:00 AM,1.003,0.0,,,,
2765,12.19.22 05:40:00 AM,1.003,0.0,,,,
2766,12.19.22 05:50:00 AM,1.112,0.0,,,,
2767,12.19.22 06:00:00 AM,1.112,0.0,,,,
2768,12.19.22 06:10:00 AM,1.221,0.0,,,,
2769,12.19.22 06:20:00 AM,1.221,0.0,,,,
2770,12.19.22 06:30:00 AM,1.330,0.0,,,,
2771,12.19.22 06:40:00 AM,1.330,0.0,,,,
2772,12.19.22 06:50:00 AM,1.330,0.0,,,,
2773,12.19.22 07:00:00 AM,1.439,0.0,,,,
2774,12.19.22 07:10:00 AM,1.548,0.0,,,,
2775,12.19.22 07:20:00 AM,1.548,0.0,,,,
2776,12.19.22 07:30:00 AM,1.548,0.0,,,,
2777,12.19.22 07:40:00 AM,1.439,0.0,,,,
2778,12.19.22 07:50:00 AM,1.548,0.0,,,,
2779,12.19.22 08:00:00 AM,1.548,0.0,,,,
2780,12.19.22 08:10:00 AM,1.548,10.8,,,,
2781,12.19.22 08:20:00 AM,1.439,64.6,,,,
2782,12.19.22 08:30:00 AM,1.439,247.6,,,,
2783,12.19.22 08:40:00 AM,1.548,635.1,,,,
2784,12.19.22 08:50:00 AM,1.548,1259.4,,,,
2785,12.19.22 09:00:00 AM,1.872,1722.2,,,,
2786,12.19.22 09:10:00 AM,1.980,1894.5,,,,
2787,12.19.22 09:20:00 AM,2.410,2497.2,,,,
2788,12.19.22 09:30:00 AM,2.837,3100.0,,,,
2789,12.19.22 09:40:00 AM,3.578,3616.7,,,,
2790,12.19.22 09:50:00 AM,3.472,2755.6,,,,
2791,12.19.22 10:00:00 AM,4.102,12400.1,,,,
2792,12.19.22 10:10:00 AM,5.037,6200.0,,,,
2793,12.19.22 10:20:00 AM,5.757,5166.7,,,,
2794,12.19.22 10:30:00 AM,5.037,3961.1,,,,
2795,12.19.22 10:40:00 AM,4.727,3961.1,,,,
2796,12.19.22 10:50:00 AM,4.934,5338.9,,,,
2797,12.19.22 11:00:00 AM,6.573,21355.7,,,,
2798,12.19.22 11:10:00 AM,12.690,33066.9,,,,
2799,12.19.22 11:20:00 AM,15.664,34444.7,,,,
2800,12.19.22 11:30:00 AM,17.094,34444.7,,,,
2801,12.19.22 11:40:00 AM,16.713,17911.2,,,,
2802,12.19.22 11:50:00 AM,15.664,28933.5,,,,
2803,12.19.22 12:00:00 PM,14.038,14466.8,,,,
2804,12.19.22 12:10:00 PM,12.980,17222.3,,,,
2805,12.19.22 12:20:00 PM,12.013,14466.8,,,,
2806,12.19.22 12:30:00 PM,10.944,12400.1,,,,
2807,12.19.22 12:40:00 PM,10.748,7577.8,,,,
2808,12.19.22 12:50:00 PM,9.768,7233.4,,,,
2809,12.19.22 01:00:00 PM,9.077,5511.1,,,,
2810,12.19.22 01:10:00 PM,10.161,22044.6,,,,
2811,12.19.22 01:20:00 PM,11.528,8266.7,,,,
2812,12.19.22 01:30:00 PM,9.373,4994.5,,,,
2813,12.19.22 01:40:00 PM,8.978,5166.7,,,,
2814,12.19.22 01:50:00 PM,8.779,4305.6,,,,
2815,12.19.22 02:00:00 PM,9.373,11711.2,,,,
2816,12.19.22 02:10:00 PM,9.472,4994.5,,,,
2817,12.19.22 02:20:00 PM,11.041,19977.9,,,,
2818,12.19.22 02:30:00 PM,11.722,11022.3,,,,
2819,12.19.22 02:40:00 PM,9.669,4305.6,,,,
2820,12.19.22 02:50:00 PM,10.063,10677.8,,,,
2821,12.19.22 03:00:00 PM,9.669,5166.7,,,,
2822,12.19.22 03:10:00 PM,8.779,4822.3,,,,
2823,12.19.22 03:20:00 PM,8.581,4650.0,,,,
2824,12.19.22 03:30:00 PM,8.282,3272.2,,,,
2825,12.19.22 03:40:00 PM,7.983,2411.1,,,,
2826,12.19.22 03:50:00 PM,7.682,1550.0,,,,
2827,12.19.22 04:00:00 PM,8.082,1184.0,,,,
2828,12.19.22 04:10:00 PM,9.275,785.8,,,,
2829,12.19.22 04:20:00 PM,9.571,409.0,,,,
2830,12.19.22 04:30:00 PM,8.978,129.2,,,,
2831,12.19.22 04:40:00 PM,8.879,32.3,,,,
2832,12.19.22 04:50:00 PM,8.680,10.8,,,,
2833,12.19.22 05:00:00 PM,8.481,0.0,,,,
2834,12.19.22 05:10:00 PM,8.282,0.0,,,,
2835,12.19.22 05:20:00 PM,7.582,0.0,,,,
2836,12.19.22 05:30:00 PM,7.682,0.0,,,,
2837,12.19.22 05:40:00 PM,7.983,0.0,,,,
2838,12.19.22 05:50:00 PM,7.882,0.0,,,,
2839,12.19.22 06:00:00 PM,8.680,0.0,,,,
2840,12.19.22 06:10:00 PM,8.680,0.0,,,,
2841,12.19.22 06:20:00 PM,7.782,0.0,,,,
2842,12.19.22 06:30:00 PM,6.775,0.0,,,,
2843,12.19.22 06:40:00 PM,6.064,0.0,,,,
2844,12.19.22 06:50:00 PM,5.757,0.0,,,,
2845,12.19.22 07:00:00 PM,5.450,0.0,,,,
2846,12.19.22 07:10:00 PM,5.244,0.0,,,,
2847,12.19.22 07:20:00 PM,5.141,0.0,,,,
2848,12.19.22 07:30:00 PM,5.037,0.0,,,,
2849,12.19.22 07:40:00 PM,5.450,0.0,,,,
2850,12.19.22 07:50:00 PM,6.573,0.0,,,,
2851,12.19.22 08:00:00 PM,8.481,0.0,,,,
2852,12.19.22 08:10:00 PM,8.879,0.0,,,,
2853,12.19.22 08:20:00 PM,9.373,0.0,,,,
2854,12.19.22 08:30:00 PM,9.373,0.0,,,,
2855,12.19.22 08:40:00 PM,9.472,0.0,,,,
2856,12.19.22 08:50:00 PM,9.571,0.0,,,,
2857,12.19.22 09:00:00 PM,9.077,0.0,,,,
2858,12.19.22 09:10:00 PM,9.176,0.0,,,,
2859,12.19.22 09:20:00 PM,9.275,0.0,,,,
2860,12.19.22 09:30:00 PM,9.571,0.0,,,,
2861,12.19.22 09:40:00 PM,9.472,0.0,,,,
2862,12.19.22 09:50:00 PM,9.669,0.0,,,,
2863,12.19.22 10:00:00 PM,9.768,0.0,,,,
2864,12.19.22 10:10:00 PM,9.768,0.0,,,,
2865,12.19.22 10:20:00 PM,9.768,0.0,,,,
2866,12.19.22 10:30:00 PM,9.571,0.0,,,,
2867,12.19.22 10:40:00 PM,9.373,0.0,,,,
2868,12.19.22 10:50:00 PM,9.472,0.0,,,,
2869,12.19.22 11:00:00 PM,9.571,0.0,,,,
2870,12.19.22 11:10:00 PM,9.571,0.0,,,,
2871,12.19.22 11:20:00 PM,9.275,0.0,,,,
2872,12.19.22 11:30:00 PM,9.373,0.0,,,,
2873,12.19.22 11:40:00 PM,9.472,0.0,,,,
2874,12.19.22 11:50:00 PM,9.669,0.0,,,,
2875,12.20.22 12:00:00 AM,9.571,0.0,,,,
2876,12.20.22 12:10:00 AM,9.373,0.0,,,,
2877,12.20.22 12:20:00 AM,9.275,0.0,,,,
2878,12.20.22 12:30:00 AM,9.472,0.0,,,,
2879,12.20.22 12:40:00 AM,9.472,0.0,,,,
2880,12.20.22 12:50:00 AM,9.571,0.0,,,,
2881,12.20.22 01:00:00 AM,9.571,0.0,,,,
2882,12.20.22 01:10:00 AM,9.669,0.0,,,,
2883,12.20.22 01:20:00 AM,9.669,0.0,,,,
2884,12.20.22 01:30:00 AM,9.768,0.0,,,,
2885,12.20.22 01:40:00 AM,9.669,0.0,,,,
2886,12.20.22 01:50:00 AM,9.571,0.0,,,,
2887,12.20.22 02:00:00 AM,9.571,0.0,,,,
2888,12.20.22 02:10:00 AM,9.669,0.0,,,,
2889,12.20.22 02:20:00 AM,9.669,0.0,,,,
2890,12.20.22 02:30:00 AM,9.571,0.0,,,,
2891,12.20.22 02:40:00 AM,9.669,0.0,,,,
2892,12.20.22 02:50:00 AM,9.768,0.0,,,,
2893,12.20.22 03:00:00 AM,9.866,0.0,,,,
2894,12.20.22 03:10:00 AM,9.866,0.0,,,,
2895,12.20.22 03:20:00 AM,9.965,0.0,,,,
2896,12.20.22 03:30:00 AM,9.965,0.0,,,,
2897,12.20.22 03:40:00 AM,10.063,0.0,,,,
2898,12.20.22 03:50:00 AM,10.063,0.0,,,,
2899,12.20.22 04:00:00 AM,10.161,0.0,,,,
2900,12.20.22 04:10:00 AM,9.965,0.0,,,,
2901,12.20.22 04:20:00 AM,10.161,0.0,,,,
2902,12.20.22 04:30:00 AM,10.161,0.0,,,,
2903,12.20.22 04:40:00 AM,10.063,0.0,,,,
2904,12.20.22 04:50:00 AM,10.063,0.0,,,,
2905,12.20.22 05:00:00 AM,10.063,0.0,,,,
2906,12.20.22 05:10:00 AM,10.063,0.0,,,,
2907,12.20.22 05:20:00 AM,10.063,0.0,,,,
2908,12.20.22 05:30:00 AM,10.259,0.0,,,,
2909,12.20.22 05:40:00 AM,10.357,0.0,,,,
2910,12.20.22 05:50:00 AM,10.553,0.0,,,,
2911,12.20.22 06:00:00 AM,10.651,0.0,,,,
2912,12.20.22 06:10:00 AM,10.651,0.0,,,,
2913,12.20.22 06:20:00 AM,10.748,0.0,,,,
2914,12.20.22 06:30:00 AM,10.748,0.0,,,,
2915,12.20.22 06:40:00 AM,10.651,0.0,,,,
2916,12.20.22 06:50:00 AM,10.357,0.0,,,,
2917,12.20.22 07:00:00 AM,10.063,0.0,,,,
2918,12.20.22 07:10:00 AM,9.571,0.0,,,,
2919,12.20.22 07:20:00 AM,9.373,0.0,,,,
2920,12.20.22 07:30:00 AM,9.571,0.0,,,,
2921,12.20.22 07:40:00 AM,9.768,0.0,,,,
2922,12.20.22 07:50:00 AM,9.571,0.0,,,,
2923,12.20.22 08:00:00 AM,9.176,0.0,,,,
2924,12.20.22 08:10:00 AM,9.077,10.8,,,,
2925,12.20.22 08:20:00 AM,9.176,32.3,,,,
2926,12.20.22 08:30:00 AM,9.669,129.2,,,,
2927,12.20.22 08:40:00 AM,9.965,139.9,,,,
2928,12.20.22 08:50:00 AM,10.063,107.6,,,,
2929,12.20.22 09:00:00 AM,10.063,129.2,,,,
2930,12.20.22 09:10:00 AM,10.161,398.3,,,,
2931,12.20.22 09:20:00 AM,10.259,861.1,,,,
2932,12.20.22 09:30:00 AM,10.553,2152.8,,,,
2933,12.20.22 09:40:00 AM,10.846,2669.5,,,,
2934,12.20.22 09:50:00 AM,12.401,11711.2,,,,
2935,12.20.22 10:00:00 AM,14.134,12400.1,,,,
2936,12.20.22 10:10:00 AM,13.654,3616.7,,,,
2937,12.20.22 10:20:00 AM,12.883,2238.9,,,,
2938,12.20.22 10:30:00 AM,12.980,2927.8,,,,
2939,12.20.22 10:40:00 AM,13.173,3444.5,,,,
2940,12.20.22 10:50:00 AM,13.173,2497.2,,,,
2941,12.20.22 11:00:00 AM,12.883,1550.0,,,,
2942,12.20.22 11:10:00 AM,12.594,1894.5,,,,
2943,12.20.22 11:20:00 AM,12.207,1808.3,,,,
2944,12.20.22 11:30:00 AM,12.207,1894.5,,,,
2945,12.20.22 11:40:00 AM,12.304,2755.6,,,,
2946,12.20.22 11:50:00 AM,12.690,4133.4,,,,
2947,12.20.22 12:00:00 PM,17.189,17911.2,,,,
2948,12.20.22 12:10:00 PM,22.525,37200.2,,,,
2949,12.20.22 12:20:00 PM,18.901,5338.9,,,,
2950,12.20.22 12:30:00 PM,16.808,3444.5,,,,
2951,12.20.22 12:40:00 PM,15.760,2755.6,,,,
2952,12.20.22 12:50:00 PM,15.282,3100.0,,,,
2953,12.20.22 01:00:00 PM,15.664,6544.5,,,,
2954,12.20.22 01:10:00 PM,23.773,30311.3,,,,
2955,12.20.22 01:20:00 PM,24.158,39955.8,,,,
2956,12.20.22 01:30:00 PM,27.272,39955.8,,,,
2957,12.20.22 01:40:00 PM,27.567,41333.6,,,,
2958,12.20.22 01:50:00 PM,25.902,15155.7,,,,
2959,12.20.22 02:00:00 PM,22.812,5338.9,,,,
2960,12.20.22 02:10:00 PM,20.805,27555.7,,,,
2961,12.20.22 02:20:00 PM,24.158,5166.7,,,,
2962,12.20.22 02:30:00 PM,24.738,30311.3,,,,
2963,12.20.22 02:40:00 PM,21.664,3444.5,,,,
2964,12.20.22 02:50:00 PM,21.282,16533.4,,,,
2965,12.20.22 03:00:00 PM,21.473,12400.1,,,,
2966,12.20.22 03:10:00 PM,19.472,7233.4,,,,
2967,12.20.22 03:20:00 PM,17.760,3272.2,,,,
2968,12.20.22 03:30:00 PM,16.618,1463.9,,,,
2969,12.20.22 03:40:00 PM,16.046,871.9,,,,
2970,12.20.22 03:50:00 PM,15.569,538.2,,,,
2971,12.20.22 04:00:00 PM,14.996,473.6,,,,
2972,12.20.22 04:10:00 PM,14.613,301.4,,,,
2973,12.20.22 04:20:00 PM,14.325,204.5,,,,
2974,12.20.22 04:30:00 PM,14.134,64.6,,,,
2975,12.20.22 04:40:00 PM,13.846,10.8,,,,
2976,12.20.22 04:50:00 PM,13.654,0.0,,,,
2977,12.20.22 05:00:00 PM,13.750,0.0,,,,
2978,12.20.22 05:10:00 PM,13.654,0.0,,,,
2979,12.20.22 05:20:00 PM,13.558,0.0,,,,
2980,12.20.22 05:30:00 PM,13.365,0.0,,,,
2981,12.20.22 05:40:00 PM,13.365,0.0,,,,
2982,12.20.22 05:50:00 PM,13.076,0.0,,,,
2983,12.20.22 06:00:00 PM,12.883,0.0,,,,
2984,12.20.22 06:10:00 PM,12.594,0.0,,,,
2985,12.20.22 06:20:00 PM,12.497,0.0,,,,
2986,12.20.22 06:30:00 PM,12.497,0.0,,,,
2987,12.20.22 06:40:00 PM,12.497,0.0,,,,
2988,12.20.22 06:50:00 PM,12.304,0.0,,,,
2989,12.20.22 07:00:00 PM,12.304,0.0,,,,
2990,12.20.22 07:10:00 PM,12.401,0.0,,,,
2991,12.20.22 07:20:00 PM,12.304,0.0,,,,
2992,12.20.22 07:30:00 PM,12.013,0.0,,,,
2993,12.20.22 07:40:00 PM,12.110,0.0,,,,
2994,12.20.22 07:50:00 PM,11.916,0.0,,,,
2995,12.20.22 08:00:00 PM,11.916,0.0,,,,
2996,12.20.22 08:10:00 PM,11.916,0.0,,,,
2997,12.20.22 08:20:00 PM,11.819,0.0,,,,
2998,12.20.22 08:30:00 PM,12.013,0.0,,,,
2999,12.20.22 08:40:00 PM,12.497,0.0,,,,
3000,12.20.22 08:50:00 PM,12.883,0.0,,,,
3001,12.20.22 09:00:00 PM,12.883,0.0,,,,
3002,12.20.22 09:10:00 PM,13.076,0.0,,,,
3003,12.20.22 09:20:00 PM,13.076,0.0,,,,
3004,12.20.22 09:30:00 PM,12.980,0.0,,,,
3005,12.20.22 09:40:00 PM,12.883,0.0,,,,
3006,12.20.22 09:50:00 PM,12.594,0.0,,,,
3007,12.20.22 10:00:00 PM,12.401,0.0,,,,
3008,12.20.22 10:10:00 PM,12.594,0.0,,,,
3009,12.20.22 10:20:00 PM,12.690,0.0,,,,
3010,12.20.22 10:30:00 PM,12.787,0.0,,,,
3011,12.20.22 10:40:00 PM,12.787,0.0,,,,
3012,12.20.22 10:50:00 PM,12.883,0.0,,,,
3013,12.20.22 11:00:00 PM,12.883,0.0,,,,
3014,12.20.22 11:10:00 PM,12.883,0.0,,,,
3015,12.20.22 11:20:00 PM,12.883,0.0,,,,
3016,12.20.22 11:30:00 PM,12.883,0.0,,,,
3017,12.20.22 11:40:00 PM,12.594,0.0,,,,
3018,12.20.22 11:50:00 PM,12.594,0.0,,,,
3019,12.21.22 12:00:00 AM,12.110,0.0,,,,
3020,12.21.22 12:10:00 AM,12.207,0.0,,,,
3021,12.21.22 12:20:00 AM,12.013,0.0,,,,
3022,12.21.22 12:30:00 AM,11.916,0.0,,,,
3023,12.21.22 12:40:00 AM,11.916,0.0,,,,
3024,12.21.22 12:50:00 AM,11.916,0.0,,,,
3025,12.21.22 01:00:00 AM,11.819,0.0,,,,
3026,12.21.22 01:10:00 AM,11.625,0.0,,,,
3027,12.21.22 01:20:00 AM,11.625,0.0,,,,
3028,12.21.22 01:30:00 AM,11.431,0.0,,,,
3029,12.21.22 01:40:00 AM,11.236,0.0,,,,
3030,12.21.22 01:50:00 AM,11.236,0.0,,,,
3031,12.21.22 02:00:00 AM,11.236,0.0,,,,
3032,12.21.22 02:10:00 AM,11.334,0.0,,,,
3033,12.21.22 02:20:00 AM,11.528,0.0,,,,
3034,12.21.22 02:30:00 AM,11.431,0.0,,,,
3035,12.21.22 02:40:00 AM,11.334,0.0,,,,
3036,12.21.22 02:50:00 AM,11.236,0.0,,,,
3037,12.21.22 03:00:00 AM,11.041,0.0,,,,
3038,12.21.22 03:10:00 AM,10.846,0.0,,,,
3039,12.21.22 03:20:00 AM,10.944,0.0,,,,
3040,12.21.22 03:30:00 AM,10.944,0.0,,,,
3041,12.21.22 03:40:00 AM,10.846,0.0,,,,
3042,12.21.22 03:50:00 AM,10.748,0.0,,,,
3043,12.21.22 04:00:00 AM,10.748,0.0,,,,
3044,12.21.22 04:10:00 AM,10.944,0.0,,,,
3045,12.21.22 04:20:00 AM,11.041,0.0,,,,
3046,12.21.22 04:30:00 AM,11.139,0.0,,,,
3047,12.21.22 04:40:00 AM,11.236,0.0,,,,
3048,12.21.22 04:50:00 AM,11.431,0.0,,,,
3049,12.21.22 05:00:00 AM,11.431,0.0,,,,
3050,12.21.22 05:10:00 AM,11.431,0.0,,,,
3051,12.21.22 05:20:00 AM,11.236,0.0,,,,
3052,12.21.22 05:30:00 AM,11.236,0.0,,,,
3053,12.21.22 05:40:00 AM,11.139,0.0,,,,
3054,12.21.22 05:50:00 AM,10.944,0.0,,,,
3055,12.21.22 06:00:00 AM,10.748,0.0,,,,
3056,12.21.22 06:10:00 AM,10.651,0.0,,,,
3057,12.21.22 06:20:00 AM,10.553,0.0,,,,
3058,12.21.22 06:30:00 AM,10.455,0.0,,,,
3059,12.21.22 06:40:00 AM,10.553,0.0,,,,
3060,12.21.22 06:50:00 AM,10.651,0.0,,,,
3061,12.21.22 07:00:00 AM,10.748,0.0,,,,
3062,12.21.22 07:10:00 AM,11.041,0.0,,,,
3063,12.21.22 07:20:00 AM,11.236,0.0,,,,
3064,12.21.22 07:30:00 AM,11.139,0.0,,,,
3065,12.21.22 07:40:00 AM,11.431,0.0,,,,
3066,12.21.22 07:50:00 AM,11.819,0.0,,,,
3067,12.21.22 08:00:00 AM,11.916,0.0,,,,
3068,12.21.22 08:10:00 AM,12.013,0.0,,,,
3069,12.21.22 08:20:00 AM,12.207,0.0,,,,
3070,12.21.22 08:30:00 AM,12.304,10.8,,,,
3071,12.21.22 08:40:00 AM,12.304,43.1,,,,
3072,12.21.22 08:50:00 AM,12.207,96.9,,,,
3073,12.21.22 09:00:00 AM,12.110,129.2,,,,
3074,12.21.22 09:10:00 AM,11.916,183.0,,,,
3075,12.21.22 09:20:00 AM,11.722,236.8,,,,
3076,12.21.22 09:30:00 AM,11.722,473.6,,,,
3077,12.21.22 09:40:00 AM,11.722,592.0,,,,
3078,12.21.22 09:50:00 AM,11.916,785.8,,,,
3079,12.21.22 10:00:00 AM,12.013,3100.0,,,,
3080,12.21.22 10:10:00 AM,12.497,1313.2,,,,
3081,12.21.22 10:20:00 AM,12.304,1054.9,,,,
3082,12.21.22 10:30:00 AM,12.401,1377.8,,,,
3083,12.21.22 10:40:00 AM,12.690,2755.6,,,,
3084,12.21.22 10:50:00 AM,13.461,1808.3,,,,
3085,12.21.22 11:00:00 AM,12.883,1248.6,,,,
3086,12.21.22 11:10:00 AM,13.076,2497.2,,,,
3087,12.21.22 11:20:00 AM,13.173,2927.8,,,,
3088,12.21.22 11:30:00 AM,13.461,3788.9,,,,
3089,12.21.22 11:40:00 AM,14.038,6544.5,,,,
3090,12.21.22 11:50:00 AM,18.426,44089.2,,,,
3091,12.21.22 12:00:00 PM,23.196,46844.8,,,,
3092,12.21.22 12:10:00 PM,23.196,19977.9,,,,
3093,12.21.22 12:20:00 PM,23.869,42711.4,,,,
3094,12.21.22 12:30:00 PM,23.581,41333.6,,,,
3095,12.21.22 12:40:00 PM,23.677,41333.6,,,,
3096,12.21.22 12:50:00 PM,18.711,24800.2,,,,
3097,12.21.22 01:00:00 PM,15.760,2583.4,,,,
3098,12.21.22 01:10:00 PM,14.709,2325.0,,,,
3099,12.21.22 01:20:00 PM,14.134,1636.1,,,,
3100,12.21.22 01:30:00 PM,13.750,1377.8,,,,
3101,12.21.22 01:40:00 PM,13.846,2238.9,,,,
3102,12.21.22 01:50:00 PM,14.230,3961.1,,,,
3103,12.21.22 02:00:00 PM,13.942,1808.3,,,,
3104,12.21.22 02:10:00 PM,15.282,24800.2,,,,
3105,12.21.22 02:20:00 PM,18.140,17911.2,,,,
3106,12.21.22 02:30:00 PM,19.948,31689.1,,,,
3107,12.21.22 02:40:00 PM,21.091,28933.5,,,,
3108,12.21.22 02:50:00 PM,20.138,28933.5,,,,
3109,12.21.22 03:00:00 PM,18.521,13089.0,,,,
3110,12.21.22 03:10:00 PM,15.473,5166.7,,,,
3111,12.21.22 03:20:00 PM,14.325,2669.5,,,,
3112,12.21.22 03:30:00 PM,13.750,1377.8,,,,
3113,12.21.22 03:40:00 PM,13.558,1302.4,,,,
3114,12.21.22 03:50:00 PM,13.365,818.1,,,,
3115,12.21.22 04:00:00 PM,13.173,366.0,,,,
3116,12.21.22 04:10:00 PM,13.173,150.7,,,,
3117,12.21.22 04:20:00 PM,13.076,118.4,,,,
3118,12.21.22 04:30:00 PM,12.980,43.1,,,,
3119,12.21.22 04:40:00 PM,12.883,32.3,,,,
3120,12.21.22 04:50:00 PM,12.883,10.8,,,,
3121,12.21.22 05:00:00 PM,12.883,0.0,,,,
3122,12.21.22 05:10:00 PM,12.980,0.0,,,,
3123,12.21.22 05:20:00 PM,12.980,0.0,,,,
3124,12.21.22 05:30:00 PM,12.883,0.0,,,,
3125,12.21.22 05:40:00 PM,12.883,0.0,,,,
3126,12.21.22 05:50:00 PM,12.787,0.0,,,,
3127,12.21.22 06:00:00 PM,12.690,0.0,,,,
3128,12.21.22 06:10:00 PM,12.690,0.0,,,,
3129,12.21.22 06:20:00 PM,12.690,0.0,,,,
3130,12.21.22 06:30:00 PM,12.690,0.0,,,,
3131,12.21.22 06:40:00 PM,12.690,0.0,,,,
3132,12.21.22 06:50:00 PM,12.690,0.0,,,,
3133,12.21.22 07:00:00 PM,12.594,0.0,,,,
3134,12.21.22 07:10:00 PM,12.594,0.0,,,,
3135,12.21.22 07:20:00 PM,12.594,0.0,,,,
3136,12.21.22 07:30:00 PM,12.594,0.0,,,,
3137,12.21.22 07:40:00 PM,12.497,0.0,,,,
3138,12.21.22 07:50:00 PM,12.401,0.0,,,,
3139,12.21.22 08:00:00 PM,12.497,0.0,,,,
3140,12.21.22 08:10:00 PM,12.497,0.0,,,,
3141,12.21.22 08:20:00 PM,12.594,0.0,,,,
3142,12.21.22 08:30:00 PM,12.594,0.0,,,,
3143,12.21.22 08:40:00 PM,12.787,0.0,,,,
3144,12.21.22 08:50:00 PM,12.883,0.0,,,,
3145,12.21.22 09:00:00 PM,12.690,0.0,,,,
3146,12.21.22 09:10:00 PM,12.690,0.0,,,,
3147,12.21.22 09:20:00 PM,12.594,0.0,,,,
3148,12.21.22 09:30:00 PM,12.787,0.0,,,,
3149,12.21.22 09:40:00 PM,12.980,0.0,,,,
3150,12.21.22 09:50:00 PM,13.076,0.0,,,,
3151,12.21.22 10:00:00 PM,13.269,0.0,,,,
3152,12.21.22 10:10:00 PM,13.365,0.0,,,,
3153,12.21.22 10:20:00 PM,13.461,0.0,,,,
3154,12.21.22 10:30:00 PM,13.461,0.0,,,,
3155,12.21.22 10:40:00 PM,13.558,0.0,,,,
3156,12.21.22 10:50:00 PM,13.654,0.0,,,,
3157,12.21.22 11:00:00 PM,13.750,0.0,,,,
3158,12.21.22 11:10:00 PM,13.654,0.0,,,,
3159,12.21.22 11:20:00 PM,13.461,0.0,,,,
3160,12.21.22 11:30:00 PM,13.461,0.0,,,,
3161,12.21.22 11:40:00 PM,13.269,0.0,,,,
3162,12.21.22 11:50:00 PM,13.173,0.0,,,,
3163,12.22.22 12:00:00 AM,13.269,0.0,,,,
3164,12.22.22 12:10:00 AM,13.269,0.0,,,,
3165,12.22.22 12:20:00 AM,13.076,0.0,,,,
3166,12.22.22 12:30:00 AM,13.076,0.0,,,,
3167,12.22.22 12:40:00 AM,13.076,0.0,,,,
3168,12.22.22 12:50:00 AM,13.076,0.0,,,,
3169,12.22.22 01:00:00 AM,12.690,0.0,,,,
3170,12.22.22 01:10:00 AM,12.690,0.0,,,,
3171,12.22.22 01:20:00 AM,12.594,0.0,,,,
3172,12.22.22 01:30:00 AM,12.594,0.0,,,,
3173,12.22.22 01:40:00 AM,12.207,0.0,,,,
3174,12.22.22 01:50:00 AM,12.110,0.0,,,,
3175,12.22.22 02:00:00 AM,12.207,0.0,,,,
3176,12.22.22 02:10:00 AM,12.207,0.0,,,,
3177,12.22.22 02:20:00 AM,12.207,0.0,,,,
3178,12.22.22 02:30:00 AM,12.207,0.0,,,,
3179,12.22.22 02:40:00 AM,12.304,0.0,,,,
3180,12.22.22 02:50:00 AM,12.497,0.0,,,,
3181,12.22.22 03:00:00 AM,12.594,0.0,,,,
3182,12.22.22 03:10:00 AM,12.690,0.0,,,,
3183,12.22.22 03:20:00 AM,12.690,0.0,,,,
3184,12.22.22 03:30:00 AM,12.787,0.0,,,,
3185,12.22.22 03:40:00 AM,12.980,0.0,,,,
3186,12.22.22 03:50:00 AM,13.076,0.0,,,,
3187,12.22.22 04:00:00 AM,13.269,0.0,,,,
3188,12.22.22 04:10:00 AM,13.365,0.0,,,,
3189,12.22.22 04:20:00 AM,13.461,0.0,,,,
3190,12.22.22 04:30:00 AM,13.461,0.0,,,,
3191,12.22.22 04:40:00 AM,13.558,0.0,,,,
3192,12.22.22 04:50:00 AM,13.461,0.0,,,,
3193,12.22.22 05:00:00 AM,13.461,0.0,,,,
3194,12.22.22 05:10:00 AM,13.365,0.0,,,,
3195,12.22.22 05:20:00 AM,13.461,0.0,,,,
3196,12.22.22 05:30:00 AM,13.461,0.0,,,,
3197,12.22.22 05:40:00 AM,13.461,0.0,,,,
3198,12.22.22 05:50:00 AM,13.365,0.0,,,,
3199,12.22.22 06:00:00 AM,13.365,0.0,,,,
3200,12.22.22 06:10:00 AM,13.365,0.0,,,,
3201,12.22.22 06:20:00 AM,13.269,0.0,,,,
3202,12.22.22 06:30:00 AM,13.269,0.0,,,,
3203,12.22.22 06:40:00 AM,13.173,0.0,,,,
3204,12.22.22 06:50:00 AM,13.076,0.0,,,,
3205,12.22.22 07:00:00 AM,13.076,0.0,,,,
3206,12.22.22 07:10:00 AM,13.076,0.0,,,,
3207,12.22.22 07:20:00 AM,13.076,0.0,,,,
3208,12.22.22 07:30:00 AM,13.076,0.0,,,,
3209,12.22.22 07:40:00 AM,13.076,0.0,,,,
3210,12.22.22 07:50:00 AM,13.076,0.0,,,,
3211,12.22.22 08:00:00 AM,12.980,0.0,,,,
3212,12.22.22 08:10:00 AM,13.076,21.5,,,,
3213,12.22.22 08:20:00 AM,12.883,118.4,,,,
3214,12.22.22 08:30:00 AM,12.787,21.5,,,,
3215,12.22.22 08:40:00 AM,12.690,118.4,,,,
3216,12.22.22 08:50:00 AM,12.497,86.1,,,,
3217,12.22.22 09:00:00 AM,12.401,322.9,,,,
