"Plot Title: 10350083"
"#"	"Date"	"Time, GMT+01:00"	"Temp, °C (LGR S/N: 10350083, SEN S/N: 10350083, LBL: Temp)"	"Intensity, Lux (LGR S/N: 10350083, SEN S/N: 10350083, LBL: Lux)"	"Coupler Attached (LGR S/N: 10350083)"	"Host Connected (LGR S/N: 10350083)"	"Stopped (LGR S/N: 10350083)"	"End Of File (LGR S/N: 10350083)"
76	15-12-17	06:15:00	18.806	0.0				
77	15-12-17	06:20:00	18.711	0.0				
78	15-12-17	06:25:00	18.711	0.0				
79	15-12-17	06:30:00	18.711	0.0				
80	15-12-17	06:35:00	18.711	0.0				
81	15-12-17	06:40:00	18.711	0.0				
82	15-12-17	06:45:00	18.711	0.0				
83	15-12-17	06:50:00	18.711	0.0				
84	15-12-17	06:55:00	18.711	0.0				
85	15-12-17	07:00:00	18.711	0.0				
86	15-12-17	07:05:00	18.711	0.0				
87	15-12-17	07:10:00	18.711	0.0				
88	15-12-17	07:15:00	18.711	0.0				
89	15-12-17	07:20:00	18.711	0.0				
90	15-12-17	07:25:00	18.711	0.0				
91	15-12-17	07:30:00	18.711	0.0				
92	15-12-17	07:35:00	18.711	0.0				
93	15-12-17	07:40:00	18.711	0.0				
94	15-12-17	07:45:00	18.616	0.0				
95	15-12-17	07:50:00	18.616	0.0				
96	15-12-17	07:55:00	18.616	0.0				
97	15-12-17	08:00:00	18.616	0.0				
98	15-12-17	08:05:00	18.616	0.0				
99	15-12-17	08:10:00	18.616	0.0				
100	15-12-17	08:15:00	18.616	0.0				
101	15-12-17	08:20:00	18.616	0.0				
102	15-12-17	08:25:00	18.616	0.0				
103	15-12-17	08:30:00	18.616	0.0				
104	15-12-17	08:35:00	18.616	0.0				
105	15-12-17	08:40:00	18.616	0.0				
106	15-12-17	08:45:00	18.616	0.0				
107	15-12-17	08:50:00	18.616	0.0				
108	15-12-17	08:55:00	18.616	0.0				
109	15-12-17	09:00:00	18.616	10.8				
110	15-12-17	09:05:00	18.616	10.8				
111	15-12-17	09:10:00	18.616	21.5				
112	15-12-17	09:15:00	18.616	32.3				
113	15-12-17	09:20:00	18.616	32.3				
114	15-12-17	09:25:00	18.616	32.3				
115	15-12-17	09:30:00	18.616	32.3				
116	15-12-17	09:35:00	18.616	43.1				
117	15-12-17	09:40:00	18.616	10.8				
118	15-12-17	09:45:00	18.616	10.8				
119	15-12-17	09:50:00	18.616	10.8				
120	15-12-17	09:55:00	18.616	0.0				
121	15-12-17	10:00:00	18.616	0.0				
122	15-12-17	10:05:00	18.616	10.8				
123	15-12-17	10:10:00	18.616	21.5				
124	15-12-17	10:15:00	18.616	43.1				
125	15-12-17	10:20:00	18.616	43.1				
126	15-12-17	10:25:00	18.616	32.3				
127	15-12-17	10:30:00	18.616	32.3				
128	15-12-17	10:35:00	18.616	43.1				
129	15-12-17	10:40:00	18.616	21.5				
130	15-12-17	10:45:00	18.711	10.8				
131	15-12-17	10:50:00	18.616	10.8				
132	15-12-17	10:55:00	18.711	21.5				
133	15-12-17	11:00:00	18.616	32.3				
134	15-12-17	11:05:00	18.711	32.3				
135	15-12-17	11:10:00	18.711	75.3				
136	15-12-17	11:15:00	18.711	150.7				
137	15-12-17	11:20:00	18.711	53.8				
138	15-12-17	11:25:00	18.711	43.1				
139	15-12-17	11:30:00	18.711	32.3				
140	15-12-17	11:35:00	18.711	64.6				
141	15-12-17	11:40:00	18.711	86.1				
142	15-12-17	11:45:00	18.711	107.6				
143	15-12-17	11:50:00	18.711	75.3				
144	15-12-17	11:55:00	18.711	107.6				
145	15-12-17	12:00:00	18.711	10.8				
146	15-12-17	12:05:00	18.711	10.8				
147	15-12-17	12:10:00	19.092	0.0				
148	15-12-17	12:15:00	19.567	0.0				
149	15-12-17	12:20:00	19.853	0.0				
150	15-12-17	12:25:00	21.855	0.0				
151	15-12-17	12:30:00	23.196	0.0				
152	15-12-17	12:35:00	25.125	0.0				
153	15-12-17	12:40:00	26.195	0.0				
154	15-12-17	12:45:00	27.665	0.0				
155	15-12-17	12:50:00	27.468	0.0				
156	15-12-17	12:55:00	28.357	0.0				
157	15-12-17	13:00:00	28.953	0.0				
158	15-12-17	13:05:00	27.665	0.0				
159	15-12-17	13:10:00	26.488	0.0				
160	15-12-17	13:15:00	26.000	0.0				
161	15-12-17	13:20:00	27.567	0.0				
162	15-12-17	13:25:00	28.357	0.0				
163	15-12-17	13:30:00	28.853	0.0				
164	15-12-17	13:35:00	23.581	0.0				
165	15-12-17	13:40:00	21.855	0.0				
166	15-12-17	13:45:00	21.760	0.0				
167	15-12-17	13:50:00	21.760	0.0				
168	15-12-17	13:55:00	21.760	0.0				
169	15-12-17	14:00:00	21.760	0.0				
170	15-12-17	14:05:00	21.760	0.0				
171	15-12-17	14:10:00	21.760	0.0				
172	15-12-17	14:15:00	21.664	0.0				
173	15-12-17	14:20:00	21.664	0.0				
174	15-12-17	14:25:00	21.664	0.0				
175	15-12-17	14:30:00	21.569	0.0				
176	15-12-17	14:35:00	21.569	0.0				
177	15-12-17	14:40:00	21.569	0.0				
178	15-12-17	14:45:00	21.569	0.0				
179	15-12-17	14:50:00	21.664	0.0				
180	15-12-17	14:55:00	20.234	0.0				
181	15-12-17	15:00:00	18.140	0.0				
182	15-12-17	15:05:00	18.045	0.0				
183	15-12-17	15:10:00	18.045	0.0				
184	15-12-17	15:15:00	18.331	0.0				
185	15-12-17	15:20:00	18.331	0.0				
186	15-12-17	15:25:00	18.331	0.0				
187	15-12-17	15:30:00	18.331	0.0				
188	15-12-17	15:35:00	18.236	0.0				
189	15-12-17	15:40:00	18.140	0.0				
190	15-12-17	15:45:00	18.140	0.0				
191	15-12-17	15:50:00	18.045	0.0				
192	15-12-17	15:55:00	17.950	0.0				
193	15-12-17	16:00:00	17.950	0.0				
194	15-12-17	16:05:00	17.855	0.0				
195	15-12-17	16:10:00	17.855	0.0				
196	15-12-17	16:15:00	17.855	0.0				
197	15-12-17	16:20:00	17.760	0.0				
198	15-12-17	16:25:00	17.760	0.0				
199	15-12-17	16:30:00	17.760	0.0				
200	15-12-17	16:35:00	17.760	0.0				
201	15-12-17	16:40:00	17.760	0.0				
202	15-12-17	16:45:00	17.760	0.0				
203	15-12-17	16:50:00	17.760	0.0				
204	15-12-17	16:55:00	17.760	0.0				
205	15-12-17	17:00:00	17.760	0.0				
206	15-12-17	17:05:00	17.760	0.0				
207	15-12-17	17:10:00	17.760	0.0				
208	15-12-17	17:15:00	17.855	0.0				
209	15-12-17	17:20:00	17.855	0.0				
210	15-12-17	17:25:00	17.950	0.0				
211	15-12-17	17:30:00	18.045	0.0				
212	15-12-17	17:35:00	18.140	0.0				
213	15-12-17	17:40:00	19.377	53.8				
214	15-12-17	17:45:00	20.043	193.8				
215	15-12-17	17:50:00	20.710	150.7				
216	15-12-17	17:55:00	21.091	86.1				
217	15-12-17	18:00:00	22.333	1,054.9				
218	15-12-17	18:05:00	22.908	1,259.4				
219	15-12-17	18:10:00	23.196	1,054.9				
220	15-12-17	18:15:00	23.484	1,097.9				
221	15-12-17	18:20:00	23.677	979.5				
222	15-12-17	18:25:00	17.950	0.0				
223	15-12-17	18:30:00	10.651	0.0				
224	15-12-17	18:35:00	7.682	0.0				
225	15-12-17	18:40:00	6.573	0.0				
226	15-12-17	18:45:00	6.166	0.0				
227	15-12-17	18:50:00	6.064	0.0				
228	15-12-17	18:55:00	6.064	0.0				
229	15-12-17	19:00:00	6.064	0.0				
230	15-12-17	19:05:00	6.064	0.0				
231	15-12-17	19:10:00	6.166	0.0				
232	15-12-17	19:15:00	6.166	0.0				
233	15-12-17	19:20:00	6.166	0.0				
234	15-12-17	19:25:00	6.064	0.0				
235	15-12-17	19:30:00	6.064	0.0				
236	15-12-17	19:35:00	6.064	0.0				
237	15-12-17	19:40:00	6.064	0.0				
238	15-12-17	19:45:00	5.962	0.0				
239	15-12-17	19:50:00	6.064	0.0				
240	15-12-17	19:55:00	6.064	0.0				
241	15-12-17	20:00:00	6.064	0.0				
242	15-12-17	20:05:00	6.064	0.0				
243	15-12-17	20:10:00	6.166	0.0				
244	15-12-17	20:15:00	6.166	0.0				
245	15-12-17	20:20:00	6.268	0.0				
246	15-12-17	20:25:00	6.268	0.0				
247	15-12-17	20:30:00	6.166	0.0				
248	15-12-17	20:35:00	6.166	0.0				
249	15-12-17	20:40:00	6.166	0.0				
250	15-12-17	20:45:00	6.166	0.0				
251	15-12-17	20:50:00	6.166	0.0				
252	15-12-17	20:55:00	6.166	0.0				
253	15-12-17	21:00:00	6.166	0.0				
254	15-12-17	21:05:00	6.166	0.0				
255	15-12-17	21:10:00	6.166	0.0				
256	15-12-17	21:15:00	6.166	0.0				
257	15-12-17	21:20:00	6.166	0.0				
258	15-12-17	21:25:00	6.166	0.0				
259	15-12-17	21:30:00	6.166	0.0				
260	15-12-17	21:35:00	6.166	0.0				
261	15-12-17	21:40:00	6.166	0.0				
262	15-12-17	21:45:00	6.166	0.0				
263	15-12-17	21:50:00	6.166	0.0				
264	15-12-17	21:55:00	6.064	0.0				
265	15-12-17	22:00:00	6.064	0.0				
266	15-12-17	22:05:00	6.166	0.0				
267	15-12-17	22:10:00	6.166	0.0				
268	15-12-17	22:15:00	6.064	0.0				
269	15-12-17	22:20:00	5.962	0.0				
270	15-12-17	22:25:00	5.962	0.0				
271	15-12-17	22:30:00	5.860	0.0				
272	15-12-17	22:35:00	5.860	0.0				
273	15-12-17	22:40:00	5.860	0.0				
274	15-12-17	22:45:00	5.860	0.0				
275	15-12-17	22:50:00	5.860	0.0				
276	15-12-17	22:55:00	5.860	0.0				
277	15-12-17	23:00:00	5.860	0.0				
278	15-12-17	23:05:00	5.860	0.0				
279	15-12-17	23:10:00	5.962	0.0				
280	15-12-17	23:15:00	5.962	0.0				
281	15-12-17	23:20:00	5.962	0.0				
282	15-12-17	23:25:00	5.962	0.0				
283	15-12-17	23:30:00	5.962	0.0				
284	15-12-17	23:35:00	5.962	0.0				
285	15-12-17	23:40:00	5.962	0.0				
286	15-12-17	23:45:00	5.962	0.0				
287	15-12-17	23:50:00	5.962	0.0				
288	15-12-17	23:55:00	5.962	0.0				
289	16-12-17	00:00:00	5.962	0.0				
290	16-12-17	00:05:00	5.860	0.0				
291	16-12-17	00:10:00	5.860	0.0				
292	16-12-17	00:15:00	5.860	0.0				
293	16-12-17	00:20:00	5.962	0.0				
294	16-12-17	00:25:00	5.962	0.0				
295	16-12-17	00:30:00	5.962	0.0				
296	16-12-17	00:35:00	5.962	0.0				
297	16-12-17	00:40:00	5.860	0.0				
298	16-12-17	00:45:00	5.860	0.0				
299	16-12-17	00:50:00	5.860	0.0				
300	16-12-17	00:55:00	5.757	0.0				
301	16-12-17	01:00:00	5.757	0.0				
302	16-12-17	01:05:00	5.757	0.0				
303	16-12-17	01:10:00	5.757	0.0				
304	16-12-17	01:15:00	5.655	0.0				
305	16-12-17	01:20:00	5.552	0.0				
306	16-12-17	01:25:00	5.450	0.0				
307	16-12-17	01:30:00	5.450	0.0				
308	16-12-17	01:35:00	5.347	0.0				
309	16-12-17	01:40:00	5.347	0.0				
310	16-12-17	01:45:00	5.347	0.0				
311	16-12-17	01:50:00	5.244	0.0				
312	16-12-17	01:55:00	5.141	0.0				
313	16-12-17	02:00:00	5.141	0.0				
314	16-12-17	02:05:00	5.141	0.0				
315	16-12-17	02:10:00	5.037	0.0				
316	16-12-17	02:15:00	4.934	0.0				
317	16-12-17	02:20:00	4.934	0.0				
318	16-12-17	02:25:00	4.934	0.0				
319	16-12-17	02:30:00	4.934	0.0				
320	16-12-17	02:35:00	4.934	0.0				
321	16-12-17	02:40:00	4.831	0.0				
322	16-12-17	02:45:00	4.934	0.0				
323	16-12-17	02:50:00	4.934	0.0				
324	16-12-17	02:55:00	4.934	0.0				
325	16-12-17	03:00:00	4.934	0.0				
326	16-12-17	03:05:00	4.934	0.0				
327	16-12-17	03:10:00	4.934	0.0				
328	16-12-17	03:15:00	4.934	0.0				
329	16-12-17	03:20:00	4.831	0.0				
330	16-12-17	03:25:00	4.831	0.0				
331	16-12-17	03:30:00	4.727	0.0				
332	16-12-17	03:35:00	4.623	0.0				
333	16-12-17	03:40:00	4.623	0.0				
334	16-12-17	03:45:00	4.623	0.0				
335	16-12-17	03:50:00	4.623	0.0				
336	16-12-17	03:55:00	4.519	0.0				
337	16-12-17	04:00:00	4.519	0.0				
338	16-12-17	04:05:00	4.519	0.0				
339	16-12-17	04:10:00	4.519	0.0				
340	16-12-17	04:15:00	4.519	0.0				
341	16-12-17	04:20:00	4.519	0.0				
342	16-12-17	04:25:00	4.519	0.0				
343	16-12-17	04:30:00	4.415	0.0				
344	16-12-17	04:35:00	4.415	0.0				
345	16-12-17	04:40:00	4.311	0.0				
346	16-12-17	04:45:00	4.311	0.0				
347	16-12-17	04:50:00	4.311	0.0				
348	16-12-17	04:55:00	4.207	0.0				
349	16-12-17	05:00:00	4.207	0.0				
350	16-12-17	05:05:00	4.102	0.0				
351	16-12-17	05:10:00	4.102	0.0				
352	16-12-17	05:15:00	4.102	0.0				
353	16-12-17	05:20:00	3.998	0.0				
354	16-12-17	05:25:00	3.998	0.0				
355	16-12-17	05:30:00	3.893	0.0				
356	16-12-17	05:35:00	3.893	0.0				
357	16-12-17	05:40:00	3.788	0.0				
358	16-12-17	05:45:00	3.788	0.0				
359	16-12-17	05:50:00	3.788	0.0				
360	16-12-17	05:55:00	3.683	0.0				
361	16-12-17	06:00:00	3.683	0.0				
362	16-12-17	06:05:00	3.578	0.0				
363	16-12-17	06:10:00	3.578	0.0				
364	16-12-17	06:15:00	3.578	0.0				
365	16-12-17	06:20:00	3.578	0.0				
366	16-12-17	06:25:00	3.683	0.0				
367	16-12-17	06:30:00	3.683	0.0				
368	16-12-17	06:35:00	3.683	0.0				
369	16-12-17	06:40:00	3.683	0.0				
370	16-12-17	06:45:00	3.788	0.0				
371	16-12-17	06:50:00	3.683	0.0				
372	16-12-17	06:55:00	3.683	0.0				
373	16-12-17	07:00:00	3.683	0.0				
374	16-12-17	07:05:00	3.578	0.0				
375	16-12-17	07:10:00	3.578	0.0				
376	16-12-17	07:15:00	3.578	0.0				
377	16-12-17	07:20:00	3.472	0.0				
378	16-12-17	07:25:00	3.472	0.0				
379	16-12-17	07:30:00	3.578	0.0				
380	16-12-17	07:35:00	3.578	0.0				
381	16-12-17	07:40:00	3.683	0.0				
382	16-12-17	07:45:00	3.683	0.0				
383	16-12-17	07:50:00	3.683	0.0				
384	16-12-17	07:55:00	3.683	0.0				
385	16-12-17	08:00:00	3.788	0.0				
386	16-12-17	08:05:00	3.788	0.0				
387	16-12-17	08:10:00	3.788	0.0				
388	16-12-17	08:15:00	3.788	0.0				
389	16-12-17	08:20:00	3.788	0.0				
390	16-12-17	08:25:00	3.893	0.0				
391	16-12-17	08:30:00	3.788	10.8				
392	16-12-17	08:35:00	3.788	21.5				
393	16-12-17	08:40:00	3.788	32.3				
394	16-12-17	08:45:00	3.788	32.3				
395	16-12-17	08:50:00	3.788	32.3				
396	16-12-17	08:55:00	3.893	43.1				
397	16-12-17	09:00:00	3.788	53.8				
398	16-12-17	09:05:00	3.788	75.3				
399	16-12-17	09:10:00	3.893	75.3				
400	16-12-17	09:15:00	3.788	86.1				
401	16-12-17	09:20:00	3.893	107.6				
402	16-12-17	09:25:00	3.893	96.9				
403	16-12-17	09:30:00	3.893	53.8				
404	16-12-17	09:35:00	3.998	53.8				
405	16-12-17	09:40:00	3.893	86.1				
406	16-12-17	09:45:00	3.998	96.9				
407	16-12-17	09:50:00	3.893	75.3				
408	16-12-17	09:55:00	3.893	43.1				
409	16-12-17	10:00:00	3.893	75.3				
410	16-12-17	10:05:00	3.788	86.1				
411	16-12-17	10:10:00	3.578	96.9				
412	16-12-17	10:15:00	3.472	129.2				
413	16-12-17	10:20:00	3.367	96.9				
414	16-12-17	10:25:00	3.367	107.6				
415	16-12-17	10:30:00	3.261	172.2				
416	16-12-17	10:35:00	3.261	129.2				
417	16-12-17	10:40:00	3.155	118.4				
418	16-12-17	10:45:00	3.261	161.5				
419	16-12-17	10:50:00	3.367	161.5				
420	16-12-17	10:55:00	3.472	247.6				
421	16-12-17	11:00:00	3.367	279.9				
422	16-12-17	11:05:00	3.367	312.2				
423	16-12-17	11:10:00	3.367	333.7				
424	16-12-17	11:15:00	3.367	290.6				
425	16-12-17	11:20:00	3.472	290.6				
426	16-12-17	11:25:00	3.578	247.6				
427	16-12-17	11:30:00	3.578	215.3				
428	16-12-17	11:35:00	3.578	226.0				
429	16-12-17	11:40:00	3.578	204.5				
430	16-12-17	11:45:00	3.472	226.0				
431	16-12-17	11:50:00	3.367	258.3				
432	16-12-17	11:55:00	3.367	398.3				
433	16-12-17	12:00:00	3.261	366.0				
434	16-12-17	12:05:00	3.261	247.6				
435	16-12-17	12:10:00	3.155	183.0				
436	16-12-17	12:15:00	3.155	215.3				
437	16-12-17	12:20:00	3.155	193.8				
438	16-12-17	12:25:00	3.049	247.6				
439	16-12-17	12:30:00	3.049	387.5				
440	16-12-17	12:35:00	2.943	398.3				
441	16-12-17	12:40:00	2.943	398.3				
442	16-12-17	12:45:00	3.049	409.0				
443	16-12-17	12:50:00	3.155	592.0				
444	16-12-17	12:55:00	3.155	667.4				
445	16-12-17	13:00:00	3.155	667.4				
446	16-12-17	13:05:00	3.155	570.5				
447	16-12-17	13:10:00	3.155	376.7				
448	16-12-17	13:15:00	3.155	430.6				
449	16-12-17	13:20:00	3.155	602.8				
450	16-12-17	13:25:00	3.261	667.4				
451	16-12-17	13:30:00	3.472	1,141.0				
452	16-12-17	13:35:00	3.683	1,076.4				
453	16-12-17	13:40:00	3.683	1,119.5				
454	16-12-17	13:45:00	3.578	753.5				
455	16-12-17	13:50:00	3.472	602.8				
456	16-12-17	13:55:00	3.472	570.5				
457	16-12-17	14:00:00	3.472	495.1				
458	16-12-17	14:05:00	3.472	484.4				
459	16-12-17	14:10:00	3.367	409.0				
460	16-12-17	14:15:00	3.472	462.9				
461	16-12-17	14:20:00	3.578	1,313.2				
462	16-12-17	14:25:00	3.788	1,722.2				
463	16-12-17	14:30:00	3.893	1,808.3				
464	16-12-17	14:35:00	4.102	1,550.0				
465	16-12-17	14:40:00	4.207	1,636.1				
466	16-12-17	14:45:00	4.311	2,238.9				
467	16-12-17	14:50:00	4.415	1,280.9				
468	16-12-17	14:55:00	4.311	1,291.7				
469	16-12-17	15:00:00	4.311	1,377.8				
470	16-12-17	15:05:00	4.311	1,377.8				
471	16-12-17	15:10:00	4.311	1,345.5				
472	16-12-17	15:15:00	4.311	1,313.2				
473	16-12-17	15:20:00	4.415	1,001.0				
474	16-12-17	15:25:00	4.311	667.4				
475	16-12-17	15:30:00	4.311	667.4				
476	16-12-17	15:35:00	4.311	721.2				
477	16-12-17	15:40:00	4.311	893.4				
478	16-12-17	15:45:00	4.311	538.2				
479	16-12-17	15:50:00	4.207	366.0				
480	16-12-17	15:55:00	4.207	215.3				
481	16-12-17	16:00:00	4.102	139.9				
482	16-12-17	16:05:00	3.998	86.1				
483	16-12-17	16:10:00	3.998	43.1				
484	16-12-17	16:15:00	3.998	32.3				
485	16-12-17	16:20:00	3.893	21.5				
486	16-12-17	16:25:00	3.788	21.5				
487	16-12-17	16:30:00	3.788	32.3				
488	16-12-17	16:35:00	3.788	21.5				
489	16-12-17	16:40:00	3.788	10.8				
490	16-12-17	16:45:00	3.788	0.0				
491	16-12-17	16:50:00	3.788	0.0				
492	16-12-17	16:55:00	3.788	0.0				
493	16-12-17	17:00:00	3.788	0.0				
494	16-12-17	17:05:00	3.788	0.0				
495	16-12-17	17:10:00	3.788	0.0				
496	16-12-17	17:15:00	3.788	0.0				
497	16-12-17	17:20:00	3.788	0.0				
498	16-12-17	17:25:00	3.893	0.0				
499	16-12-17	17:30:00	3.788	0.0				
500	16-12-17	17:35:00	3.893	0.0				
501	16-12-17	17:40:00	3.893	0.0				
502	16-12-17	17:45:00	3.788	0.0				
503	16-12-17	17:50:00	3.788	0.0				
504	16-12-17	17:55:00	3.683	0.0				
505	16-12-17	18:00:00	3.683	0.0				
506	16-12-17	18:05:00	3.578	0.0				
507	16-12-17	18:10:00	3.472	0.0				
508	16-12-17	18:15:00	3.367	0.0				
509	16-12-17	18:20:00	3.261	0.0				
510	16-12-17	18:25:00	3.155	0.0				
511	16-12-17	18:30:00	3.049	0.0				
512	16-12-17	18:35:00	2.943	0.0				
513	16-12-17	18:40:00	2.730	0.0				
514	16-12-17	18:45:00	2.730	0.0				
515	16-12-17	18:50:00	2.730	0.0				
516	16-12-17	18:55:00	2.837	0.0				
517	16-12-17	19:00:00	2.837	0.0				
518	16-12-17	19:05:00	2.837	0.0				
519	16-12-17	19:10:00	2.837	0.0				
520	16-12-17	19:15:00	2.837	0.0				
521	16-12-17	19:20:00	2.837	0.0				
522	16-12-17	19:25:00	2.730	0.0				
523	16-12-17	19:30:00	2.730	0.0				
524	16-12-17	19:35:00	2.730	0.0				
525	16-12-17	19:40:00	2.730	0.0				
526	16-12-17	19:45:00	2.837	0.0				
527	16-12-17	19:50:00	2.837	0.0				
528	16-12-17	19:55:00	2.837	0.0				
529	16-12-17	20:00:00	2.837	0.0				
530	16-12-17	20:05:00	2.943	0.0				
531	16-12-17	20:10:00	2.943	0.0				
532	16-12-17	20:15:00	2.943	0.0				
533	16-12-17	20:20:00	2.943	0.0				
534	16-12-17	20:25:00	2.943	0.0				
535	16-12-17	20:30:00	3.049	0.0				
536	16-12-17	20:35:00	3.049	0.0				
537	16-12-17	20:40:00	3.049	0.0				
538	16-12-17	20:45:00	3.049	0.0				
539	16-12-17	20:50:00	3.155	0.0				
540	16-12-17	20:55:00	3.155	0.0				
541	16-12-17	21:00:00	3.261	0.0				
542	16-12-17	21:05:00	3.261	0.0				
543	16-12-17	21:10:00	3.367	0.0				
544	16-12-17	21:15:00	3.367	0.0				
545	16-12-17	21:20:00	3.367	0.0				
546	16-12-17	21:25:00	3.261	0.0				
547	16-12-17	21:30:00	3.261	0.0				
548	16-12-17	21:35:00	3.261	0.0				
549	16-12-17	21:40:00	3.261	0.0				
550	16-12-17	21:45:00	3.261	0.0				
551	16-12-17	21:50:00	3.261	0.0				
552	16-12-17	21:55:00	3.261	0.0				
553	16-12-17	22:00:00	3.261	0.0				
554	16-12-17	22:05:00	3.155	0.0				
555	16-12-17	22:10:00	3.049	0.0				
556	16-12-17	22:15:00	2.943	0.0				
557	16-12-17	22:20:00	2.943	0.0				
558	16-12-17	22:25:00	2.837	0.0				
559	16-12-17	22:30:00	2.837	0.0				
560	16-12-17	22:35:00	2.730	0.0				
561	16-12-17	22:40:00	2.730	0.0				
562	16-12-17	22:45:00	2.730	0.0				
563	16-12-17	22:50:00	2.730	0.0				
564	16-12-17	22:55:00	2.837	0.0				
565	16-12-17	23:00:00	2.837	0.0				
566	16-12-17	23:05:00	2.837	0.0				
567	16-12-17	23:10:00	2.837	0.0				
568	16-12-17	23:15:00	2.943	0.0				
569	16-12-17	23:20:00	2.943	0.0				
570	16-12-17	23:25:00	2.943	0.0				
571	16-12-17	23:30:00	3.049	0.0				
572	16-12-17	23:35:00	3.049	0.0				
573	16-12-17	23:40:00	3.049	0.0				
574	16-12-17	23:45:00	3.049	0.0				
575	16-12-17	23:50:00	3.049	0.0				
576	16-12-17	23:55:00	2.943	0.0				
577	17-12-17	00:00:00	2.943	0.0				
578	17-12-17	00:05:00	2.943	0.0				
579	17-12-17	00:10:00	2.837	0.0				
580	17-12-17	00:15:00	2.943	0.0				
581	17-12-17	00:20:00	2.943	0.0				
582	17-12-17	00:25:00	2.837	0.0				
583	17-12-17	00:30:00	2.943	0.0				
584	17-12-17	00:35:00	2.943	0.0				
585	17-12-17	00:40:00	2.943	0.0				
586	17-12-17	00:45:00	2.943	0.0				
587	17-12-17	00:50:00	2.943	0.0				
588	17-12-17	00:55:00	2.943	0.0				
589	17-12-17	01:00:00	2.943	0.0				
