"Plot Title: 10350071"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10350075, SEN S/N: 10350075)","Intensity, Lux (LGR S/N: 10350075, SEN S/N: 10350075)","Bad Battery (LGR S/N: 10350075)","End Of File (LGR S/N: 10350075)"
43,30/11/2020 01:00:00,-0.325,0.0,,
44,30/11/2020 01:10:00,-0.325,0.0,,
45,30/11/2020 01:20:00,-0.325,0.0,,
46,30/11/2020 01:30:00,-0.325,0.0,,
47,30/11/2020 01:40:00,-0.437,0.0,,
48,30/11/2020 01:50:00,-0.549,0.0,,
49,30/11/2020 02:00:00,-0.774,0.0,,
50,30/11/2020 02:10:00,-0.887,0.0,,
51,30/11/2020 02:20:00,-0.887,0.0,,
52,30/11/2020 02:30:00,-1.001,0.0,,
53,30/11/2020 02:40:00,-1.341,0.0,,
54,30/11/2020 02:50:00,-1.456,0.0,,
55,30/11/2020 03:00:00,-1.456,0.0,,
56,30/11/2020 03:10:00,-1.570,0.0,,
57,30/11/2020 03:20:00,-1.456,0.0,,
58,30/11/2020 03:30:00,-1.456,0.0,,
59,30/11/2020 03:40:00,-1.456,0.0,,
60,30/11/2020 03:50:00,-1.570,0.0,,
61,30/11/2020 04:00:00,-1.456,0.0,,
62,30/11/2020 04:10:00,-1.456,0.0,,
63,30/11/2020 04:20:00,-1.456,0.0,,
64,30/11/2020 04:30:00,-1.570,0.0,,
65,30/11/2020 04:40:00,-1.570,0.0,,
66,30/11/2020 04:50:00,-1.570,0.0,,
67,30/11/2020 05:00:00,-1.570,0.0,,
68,30/11/2020 05:10:00,-1.570,0.0,,
69,30/11/2020 05:20:00,-1.570,0.0,,
70,30/11/2020 05:30:00,-1.570,0.0,,
71,30/11/2020 05:40:00,-1.570,0.0,,
72,30/11/2020 05:50:00,-1.570,0.0,,
73,30/11/2020 06:00:00,-1.684,0.0,,
74,30/11/2020 06:10:00,-1.799,0.0,,
75,30/11/2020 06:20:00,-1.799,0.0,,
76,30/11/2020 06:30:00,-1.799,0.0,,
77,30/11/2020 06:40:00,-1.684,0.0,,
78,30/11/2020 06:50:00,-1.684,0.0,,
79,30/11/2020 07:00:00,-1.914,0.0,,
80,30/11/2020 07:10:00,-2.030,0.0,,
81,30/11/2020 07:20:00,-1.799,0.0,,
82,30/11/2020 07:30:00,-1.456,0.0,,
83,30/11/2020 07:40:00,-1.228,10.8,,
84,30/11/2020 07:50:00,-1.456,53.8,,
85,30/11/2020 08:00:00,-1.684,118.4,,
86,30/11/2020 08:10:00,-1.570,269.1,,
87,30/11/2020 08:20:00,-1.684,505.9,,
88,30/11/2020 08:30:00,-1.684,893.4,,
89,30/11/2020 08:40:00,-1.456,1550.0,,
90,30/11/2020 08:50:00,-1.228,2497.2,,
91,30/11/2020 09:00:00,-1.001,3100.0,,
92,30/11/2020 09:10:00,-0.774,3961.1,,
93,30/11/2020 09:20:00,-0.662,4650.0,,
94,30/11/2020 09:30:00,-0.437,3788.9,,
95,30/11/2020 09:40:00,-0.662,2238.9,,
96,30/11/2020 09:50:00,-0.325,5511.1,,
97,30/11/2020 10:00:00,0.343,6544.5,,
98,30/11/2020 10:10:00,0.674,7233.4,,
99,30/11/2020 10:20:00,1.003,7233.4,,
100,30/11/2020 10:30:00,1.221,7577.8,,
101,30/11/2020 10:40:00,1.221,9300.1,,
102,30/11/2020 10:50:00,1.764,10333.4,,
103,30/11/2020 11:00:00,1.980,8266.7,,
104,30/11/2020 11:10:00,2.195,9300.1,,
105,30/11/2020 11:20:00,2.410,11711.2,,
106,30/11/2020 11:30:00,3.049,13777.9,,
107,30/11/2020 11:40:00,3.367,13089.0,,
108,30/11/2020 11:50:00,3.261,12400.1,,
109,30/11/2020 12:00:00,3.788,13089.0,,
110,30/11/2020 12:10:00,3.998,13777.9,,
111,30/11/2020 12:20:00,4.102,13089.0,,
112,30/11/2020 12:30:00,3.893,12400.1,,
113,30/11/2020 12:40:00,3.998,14466.8,,
114,30/11/2020 12:50:00,4.311,13777.9,,
115,30/11/2020 13:00:00,4.207,13089.0,,
116,30/11/2020 13:10:00,4.415,13089.0,,
117,30/11/2020 13:20:00,4.519,12400.1,,
118,30/11/2020 13:30:00,4.519,12400.1,,
119,30/11/2020 13:40:00,4.519,11711.2,,
120,30/11/2020 13:50:00,4.519,11711.2,,
121,30/11/2020 14:00:00,4.623,11022.3,,
122,30/11/2020 14:10:00,4.623,11022.3,,
123,30/11/2020 14:20:00,4.519,10677.8,,
124,30/11/2020 14:30:00,4.623,10333.4,,
125,30/11/2020 14:40:00,4.519,10333.4,,
126,30/11/2020 14:50:00,4.311,9300.1,,
127,30/11/2020 15:00:00,4.519,8266.7,,
128,30/11/2020 15:10:00,4.415,7577.8,,
129,30/11/2020 15:20:00,4.102,6200.0,,
130,30/11/2020 15:30:00,3.788,5166.7,,
131,30/11/2020 15:40:00,3.472,3961.1,,
132,30/11/2020 15:50:00,3.472,2927.8,,
133,30/11/2020 16:00:00,3.261,2152.8,,
134,30/11/2020 16:10:00,3.049,1291.7,,
135,30/11/2020 16:20:00,2.730,710.4,,
136,30/11/2020 16:30:00,2.195,376.7,,
137,30/11/2020 16:40:00,1.764,161.5,,
138,30/11/2020 16:50:00,1.548,75.3,,
139,30/11/2020 17:00:00,1.330,10.8,,
140,30/11/2020 17:10:00,1.112,0.0,,
141,30/11/2020 17:20:00,1.003,0.0,,
142,30/11/2020 17:30:00,1.112,0.0,,
143,30/11/2020 17:40:00,1.003,0.0,,
144,30/11/2020 17:50:00,0.893,0.0,,
145,30/11/2020 18:00:00,0.784,0.0,,
146,30/11/2020 18:10:00,0.674,0.0,,
147,30/11/2020 18:20:00,0.674,0.0,,
148,30/11/2020 18:30:00,0.563,0.0,,
149,30/11/2020 18:40:00,0.453,0.0,,
150,30/11/2020 18:50:00,0.343,0.0,,
151,30/11/2020 19:00:00,0.232,0.0,,
152,30/11/2020 19:10:00,0.232,0.0,,
153,30/11/2020 19:20:00,0.121,0.0,,
154,30/11/2020 19:30:00,0.121,0.0,,
155,30/11/2020 19:40:00,0.010,0.0,,
156,30/11/2020 19:50:00,-0.102,0.0,,
157,30/11/2020 20:00:00,-0.102,0.0,,
158,30/11/2020 20:10:00,-0.102,0.0,,
159,30/11/2020 20:20:00,-0.325,0.0,,
160,30/11/2020 20:30:00,-0.437,0.0,,
161,30/11/2020 20:40:00,-0.325,0.0,,
162,30/11/2020 20:50:00,-0.213,0.0,,
163,30/11/2020 21:00:00,-0.437,0.0,,
164,30/11/2020 21:10:00,-0.325,0.0,,
165,30/11/2020 21:20:00,-0.213,0.0,,
166,30/11/2020 21:30:00,-0.325,0.0,,
167,30/11/2020 21:40:00,-0.325,0.0,,
168,30/11/2020 21:50:00,-0.325,0.0,,
169,30/11/2020 22:00:00,-0.213,0.0,,
170,30/11/2020 22:10:00,-0.213,0.0,,
171,30/11/2020 22:20:00,-0.549,0.0,,
172,30/11/2020 22:30:00,-0.662,0.0,,
173,30/11/2020 22:40:00,-0.549,0.0,,
174,30/11/2020 22:50:00,-0.549,0.0,,
175,30/11/2020 23:00:00,-0.549,0.0,,
176,30/11/2020 23:10:00,-0.437,0.0,,
177,30/11/2020 23:20:00,-0.102,0.0,,
178,30/11/2020 23:30:00,0.010,0.0,,
179,30/11/2020 23:40:00,0.343,0.0,,
180,30/11/2020 23:50:00,0.563,0.0,,
181,01/12/2020 00:00:00,0.453,0.0,,
182,01/12/2020 00:10:00,0.232,0.0,,
183,01/12/2020 00:20:00,0.453,0.0,,
184,01/12/2020 00:30:00,0.563,0.0,,
185,01/12/2020 00:40:00,0.453,0.0,,
186,01/12/2020 00:50:00,0.343,0.0,,
187,01/12/2020 01:00:00,0.453,0.0,,
188,01/12/2020 01:10:00,0.563,0.0,,
189,01/12/2020 01:20:00,0.232,0.0,,
190,01/12/2020 01:30:00,0.232,0.0,,
191,01/12/2020 01:40:00,0.232,0.0,,
192,01/12/2020 01:50:00,0.343,0.0,,
193,01/12/2020 02:00:00,0.453,0.0,,
194,01/12/2020 02:10:00,0.674,0.0,,
195,01/12/2020 02:20:00,0.784,0.0,,
196,01/12/2020 02:30:00,1.003,0.0,,
197,01/12/2020 02:40:00,1.221,0.0,,
198,01/12/2020 02:50:00,1.548,0.0,,
199,01/12/2020 03:00:00,1.548,0.0,,
200,01/12/2020 03:10:00,1.548,0.0,,
201,01/12/2020 03:20:00,1.656,0.0,,
202,01/12/2020 03:30:00,2.088,0.0,,
203,01/12/2020 03:40:00,2.088,0.0,,
204,01/12/2020 03:50:00,1.980,0.0,,
205,01/12/2020 04:00:00,1.764,0.0,,
206,01/12/2020 04:10:00,1.980,0.0,,
207,01/12/2020 04:20:00,2.195,0.0,,
208,01/12/2020 04:30:00,2.517,0.0,,
209,01/12/2020 04:40:00,2.943,0.0,,
210,01/12/2020 04:50:00,3.261,0.0,,
211,01/12/2020 05:00:00,3.367,0.0,,
212,01/12/2020 05:10:00,3.578,0.0,,
213,01/12/2020 05:20:00,3.578,0.0,,
214,01/12/2020 05:30:00,3.472,0.0,,
215,01/12/2020 05:40:00,3.578,0.0,,
216,01/12/2020 05:50:00,3.683,0.0,,
217,01/12/2020 06:00:00,3.788,0.0,,
218,01/12/2020 06:10:00,3.683,0.0,,
219,01/12/2020 06:20:00,3.049,0.0,,
220,01/12/2020 06:30:00,2.730,0.0,,
221,01/12/2020 06:40:00,2.837,0.0,,
222,01/12/2020 06:50:00,2.410,0.0,,
223,01/12/2020 07:00:00,1.764,0.0,,
224,01/12/2020 07:10:00,1.548,0.0,,
225,01/12/2020 07:20:00,1.330,0.0,,
226,01/12/2020 07:30:00,1.221,0.0,,
227,01/12/2020 07:40:00,1.221,0.0,,
228,01/12/2020 07:50:00,1.221,0.0,,
229,01/12/2020 08:00:00,1.221,0.0,,
230,01/12/2020 08:10:00,1.330,21.5,,
231,01/12/2020 08:20:00,1.330,21.5,,
232,01/12/2020 08:30:00,1.439,53.8,,
233,01/12/2020 08:40:00,1.548,64.6,,
234,01/12/2020 08:50:00,1.656,107.6,,
235,01/12/2020 09:00:00,1.764,150.7,,
236,01/12/2020 09:10:00,1.872,387.5,,
237,01/12/2020 09:20:00,1.872,430.6,,
238,01/12/2020 09:30:00,1.872,505.9,,
239,01/12/2020 09:40:00,1.764,839.6,,
240,01/12/2020 09:50:00,1.872,914.9,,
241,01/12/2020 10:00:00,1.980,1550.0,,
242,01/12/2020 10:10:00,2.303,3100.0,,
243,01/12/2020 10:20:00,2.410,1808.3,,
244,01/12/2020 10:30:00,2.410,1894.5,,
245,01/12/2020 10:40:00,2.410,1980.6,,
246,01/12/2020 10:50:00,2.410,1636.1,,
247,01/12/2020 11:00:00,2.410,1894.5,,
248,01/12/2020 11:10:00,2.517,2066.7,,
249,01/12/2020 11:20:00,2.517,1550.0,,
250,01/12/2020 11:30:00,2.624,1550.0,,
251,01/12/2020 11:40:00,2.624,1205.6,,
252,01/12/2020 11:50:00,2.624,1227.1,,
253,01/12/2020 12:00:00,2.837,1550.0,,
254,01/12/2020 12:10:00,2.837,1894.5,,
255,01/12/2020 12:20:00,3.049,1980.6,,
256,01/12/2020 12:30:00,2.943,1722.2,,
257,01/12/2020 12:40:00,3.049,1894.5,,
258,01/12/2020 12:50:00,3.261,1550.0,,
259,01/12/2020 13:00:00,3.367,1636.1,,
260,01/12/2020 13:10:00,3.367,1636.1,,
261,01/12/2020 13:20:00,3.472,2411.1,,
262,01/12/2020 13:30:00,3.578,2755.6,,
263,01/12/2020 13:40:00,3.788,3100.0,,
264,01/12/2020 13:50:00,3.893,2927.8,,
265,01/12/2020 14:00:00,3.998,3272.2,,
266,01/12/2020 14:10:00,4.102,3272.2,,
267,01/12/2020 14:20:00,3.998,2669.5,,
268,01/12/2020 14:30:00,3.998,1722.2,,
269,01/12/2020 14:40:00,3.893,2238.9,,
270,01/12/2020 14:50:00,3.893,1636.1,,
271,01/12/2020 15:00:00,3.893,1808.3,,
272,01/12/2020 15:10:00,3.998,1894.5,,
273,01/12/2020 15:20:00,3.998,2238.9,,
274,01/12/2020 15:30:00,3.893,904.2,,
275,01/12/2020 15:40:00,3.893,1011.8,,
276,01/12/2020 15:50:00,3.893,807.3,,
277,01/12/2020 16:00:00,3.788,527.4,,
278,01/12/2020 16:10:00,3.788,570.5,,
279,01/12/2020 16:20:00,3.788,376.7,,
280,01/12/2020 16:30:00,3.788,86.1,,
281,01/12/2020 16:40:00,3.683,43.1,,
282,01/12/2020 16:50:00,3.683,10.8,,
283,01/12/2020 17:00:00,3.578,0.0,,
284,01/12/2020 17:10:00,3.472,0.0,,
285,01/12/2020 17:20:00,3.472,0.0,,
286,01/12/2020 17:30:00,3.472,0.0,,
287,01/12/2020 17:40:00,3.578,0.0,,
288,01/12/2020 17:50:00,3.578,0.0,,
289,01/12/2020 18:00:00,3.472,0.0,,
290,01/12/2020 18:10:00,3.472,0.0,,
291,01/12/2020 18:20:00,3.367,0.0,,
292,01/12/2020 18:30:00,3.472,0.0,,
293,01/12/2020 18:40:00,3.367,0.0,,
294,01/12/2020 18:50:00,3.367,0.0,,
295,01/12/2020 19:00:00,3.367,0.0,,
296,01/12/2020 19:10:00,3.367,0.0,,
297,01/12/2020 19:20:00,3.367,0.0,,
298,01/12/2020 19:30:00,3.261,0.0,,
299,01/12/2020 19:40:00,3.261,0.0,,
300,01/12/2020 19:50:00,3.367,0.0,,
301,01/12/2020 20:00:00,3.367,0.0,,
302,01/12/2020 20:10:00,3.261,0.0,,
303,01/12/2020 20:20:00,3.367,0.0,,
304,01/12/2020 20:30:00,3.367,0.0,,
305,01/12/2020 20:40:00,3.367,0.0,,
306,01/12/2020 20:50:00,3.261,0.0,,
307,01/12/2020 21:00:00,3.261,0.0,,
308,01/12/2020 21:10:00,3.261,0.0,,
309,01/12/2020 21:20:00,3.367,0.0,,
310,01/12/2020 21:30:00,3.261,0.0,,
311,01/12/2020 21:40:00,3.261,0.0,,
312,01/12/2020 21:50:00,3.367,0.0,,
313,01/12/2020 22:00:00,3.367,0.0,,
314,01/12/2020 22:10:00,3.367,0.0,,
315,01/12/2020 22:20:00,3.261,0.0,,
316,01/12/2020 22:30:00,3.261,0.0,,
317,01/12/2020 22:40:00,3.261,0.0,,
318,01/12/2020 22:50:00,3.155,0.0,,
319,01/12/2020 23:00:00,3.155,0.0,,
320,01/12/2020 23:10:00,3.155,0.0,,
321,01/12/2020 23:20:00,3.049,0.0,,
322,01/12/2020 23:30:00,3.155,0.0,,
323,01/12/2020 23:40:00,3.049,0.0,,
324,01/12/2020 23:50:00,3.049,0.0,,
325,02/12/2020 00:00:00,2.943,0.0,,
326,02/12/2020 00:10:00,2.837,0.0,,
327,02/12/2020 00:20:00,2.837,0.0,,
328,02/12/2020 00:30:00,2.730,0.0,,
329,02/12/2020 00:40:00,2.624,0.0,,
330,02/12/2020 00:50:00,2.730,0.0,,
331,02/12/2020 01:00:00,2.624,0.0,,
332,02/12/2020 01:10:00,2.517,0.0,,
333,02/12/2020 01:20:00,2.624,0.0,,
334,02/12/2020 01:30:00,2.624,0.0,,
335,02/12/2020 01:40:00,2.837,0.0,,
336,02/12/2020 01:50:00,2.943,0.0,,
337,02/12/2020 02:00:00,2.943,0.0,,
338,02/12/2020 02:10:00,2.837,0.0,,
339,02/12/2020 02:20:00,2.943,0.0,,
340,02/12/2020 02:30:00,3.049,0.0,,
341,02/12/2020 02:40:00,2.943,0.0,,
342,02/12/2020 02:50:00,2.943,0.0,,
343,02/12/2020 03:00:00,2.943,0.0,,
344,02/12/2020 03:10:00,2.837,0.0,,
345,02/12/2020 03:20:00,2.837,0.0,,
346,02/12/2020 03:30:00,2.730,0.0,,
347,02/12/2020 03:40:00,2.837,0.0,,
348,02/12/2020 03:50:00,2.730,0.0,,
349,02/12/2020 04:00:00,2.624,0.0,,
350,02/12/2020 04:10:00,2.624,0.0,,
351,02/12/2020 04:20:00,2.730,0.0,,
352,02/12/2020 04:30:00,2.730,0.0,,
353,02/12/2020 04:40:00,2.730,0.0,,
354,02/12/2020 04:50:00,2.730,0.0,,
355,02/12/2020 05:00:00,2.624,0.0,,
356,02/12/2020 05:10:00,2.730,0.0,,
357,02/12/2020 05:20:00,2.730,0.0,,
358,02/12/2020 05:30:00,2.730,0.0,,
359,02/12/2020 05:40:00,2.730,0.0,,
360,02/12/2020 05:50:00,2.730,0.0,,
361,02/12/2020 06:00:00,2.837,0.0,,
362,02/12/2020 06:10:00,2.730,0.0,,
363,02/12/2020 06:20:00,2.730,0.0,,
364,02/12/2020 06:30:00,2.730,0.0,,
365,02/12/2020 06:40:00,2.837,0.0,,
366,02/12/2020 06:50:00,2.837,0.0,,
367,02/12/2020 07:00:00,2.943,0.0,,
368,02/12/2020 07:10:00,2.837,0.0,,
369,02/12/2020 07:20:00,2.943,0.0,,
370,02/12/2020 07:30:00,2.837,0.0,,
371,02/12/2020 07:40:00,2.943,0.0,,
372,02/12/2020 07:50:00,2.943,10.8,,
373,02/12/2020 08:00:00,3.049,32.3,,
374,02/12/2020 08:10:00,2.943,75.3,,
375,02/12/2020 08:20:00,2.943,129.2,,
376,02/12/2020 08:30:00,2.943,172.2,,
377,02/12/2020 08:40:00,3.049,193.8,,
378,02/12/2020 08:50:00,3.049,355.2,,
379,02/12/2020 09:00:00,3.049,409.0,,
380,02/12/2020 09:10:00,3.155,645.8,,
381,02/12/2020 09:20:00,3.261,882.6,,
382,02/12/2020 09:30:00,3.261,753.5,,
383,02/12/2020 09:40:00,3.261,1076.4,,
384,02/12/2020 09:50:00,3.367,1313.2,,
385,02/12/2020 10:00:00,3.472,2152.8,,
386,02/12/2020 10:10:00,3.683,1808.3,,
387,02/12/2020 10:20:00,3.578,2066.7,,
388,02/12/2020 10:30:00,3.683,1980.6,,
389,02/12/2020 10:40:00,3.578,1377.8,,
390,02/12/2020 10:50:00,3.683,2325.0,,
391,02/12/2020 11:00:00,3.893,3961.1,,
392,02/12/2020 11:10:00,3.998,3444.5,,
393,02/12/2020 11:20:00,4.102,4305.6,,
394,02/12/2020 11:30:00,4.415,7577.8,,
395,02/12/2020 11:40:00,4.519,5511.1,,
396,02/12/2020 11:50:00,4.207,3272.2,,
397,02/12/2020 12:00:00,3.998,3444.5,,
398,02/12/2020 12:10:00,3.998,4133.4,,
399,02/12/2020 12:20:00,4.311,4650.0,,
400,02/12/2020 12:30:00,4.311,3100.0,,
401,02/12/2020 12:40:00,4.311,3788.9,,
402,02/12/2020 12:50:00,4.415,2927.8,,
403,02/12/2020 13:00:00,4.311,2669.5,,
404,02/12/2020 13:10:00,4.311,2927.8,,
405,02/12/2020 13:20:00,4.415,2927.8,,
406,02/12/2020 13:30:00,4.623,3788.9,,
407,02/12/2020 13:40:00,4.831,4133.4,,
408,02/12/2020 13:50:00,4.934,3444.5,,
409,02/12/2020 14:00:00,4.831,3616.7,,
410,02/12/2020 14:10:00,5.037,11711.2,,
411,02/12/2020 14:20:00,5.244,3961.1,,
412,02/12/2020 14:30:00,5.037,3961.1,,
413,02/12/2020 14:40:00,5.037,3444.5,,
414,02/12/2020 14:50:00,4.934,3616.7,,
415,02/12/2020 15:00:00,4.934,2325.0,,
416,02/12/2020 15:10:00,4.727,1722.2,,
417,02/12/2020 15:20:00,4.623,1550.0,,
418,02/12/2020 15:30:00,4.623,1463.9,,
419,02/12/2020 15:40:00,4.519,1162.5,,
420,02/12/2020 15:50:00,4.415,979.5,,
421,02/12/2020 16:00:00,4.311,645.8,,
422,02/12/2020 16:10:00,4.311,344.4,,
423,02/12/2020 16:20:00,4.207,193.8,,
424,02/12/2020 16:30:00,4.102,96.9,,
425,02/12/2020 16:40:00,4.102,53.8,,
426,02/12/2020 16:50:00,3.893,10.8,,
427,02/12/2020 17:00:00,3.788,0.0,,
428,02/12/2020 17:10:00,3.683,0.0,,
429,02/12/2020 17:20:00,3.578,0.0,,
430,02/12/2020 17:30:00,3.578,0.0,,
431,02/12/2020 17:40:00,3.472,0.0,,
432,02/12/2020 17:50:00,3.472,0.0,,
433,02/12/2020 18:00:00,3.367,0.0,,
434,02/12/2020 18:10:00,3.261,0.0,,
435,02/12/2020 18:20:00,3.261,0.0,,
436,02/12/2020 18:30:00,3.261,0.0,,
437,02/12/2020 18:40:00,3.155,0.0,,
438,02/12/2020 18:50:00,3.155,0.0,,
439,02/12/2020 19:00:00,3.049,0.0,,
440,02/12/2020 19:10:00,3.049,0.0,,
441,02/12/2020 19:20:00,2.943,0.0,,
442,02/12/2020 19:30:00,2.943,0.0,,
443,02/12/2020 19:40:00,2.943,0.0,,
444,02/12/2020 19:50:00,2.837,0.0,,
445,02/12/2020 20:00:00,2.837,0.0,,
446,02/12/2020 20:10:00,2.837,0.0,,
447,02/12/2020 20:20:00,2.837,0.0,,
448,02/12/2020 20:30:00,2.837,0.0,,
449,02/12/2020 20:40:00,2.837,0.0,,
450,02/12/2020 20:50:00,2.837,0.0,,
451,02/12/2020 21:00:00,2.837,0.0,,
452,02/12/2020 21:10:00,2.837,0.0,,
453,02/12/2020 21:20:00,2.730,0.0,,
454,02/12/2020 21:30:00,2.730,0.0,,
455,02/12/2020 21:40:00,2.837,0.0,,
456,02/12/2020 21:50:00,2.730,0.0,,
457,02/12/2020 22:00:00,2.730,0.0,,
458,02/12/2020 22:10:00,2.730,0.0,,
459,02/12/2020 22:20:00,2.624,0.0,,
460,02/12/2020 22:30:00,2.624,0.0,,
461,02/12/2020 22:40:00,2.624,0.0,,
462,02/12/2020 22:50:00,2.517,0.0,,
463,02/12/2020 23:00:00,2.624,0.0,,
464,02/12/2020 23:10:00,2.624,0.0,,
465,02/12/2020 23:20:00,2.624,0.0,,
466,02/12/2020 23:30:00,2.624,0.0,,
467,02/12/2020 23:40:00,2.624,0.0,,
468,02/12/2020 23:50:00,2.624,0.0,,
469,03/12/2020 00:00:00,2.624,0.0,,
470,03/12/2020 00:10:00,2.624,0.0,,
471,03/12/2020 00:20:00,2.517,0.0,,
472,03/12/2020 00:30:00,2.517,0.0,,
473,03/12/2020 00:40:00,2.517,0.0,,
474,03/12/2020 00:50:00,2.624,0.0,,
475,03/12/2020 01:00:00,2.517,0.0,,
476,03/12/2020 01:10:00,2.624,0.0,,
477,03/12/2020 01:20:00,2.517,0.0,,
478,03/12/2020 01:30:00,2.517,0.0,,
479,03/12/2020 01:40:00,2.303,0.0,,
480,03/12/2020 01:50:00,2.195,0.0,,
481,03/12/2020 02:00:00,2.303,0.0,,
482,03/12/2020 02:10:00,2.195,0.0,,
483,03/12/2020 02:20:00,2.303,0.0,,
484,03/12/2020 02:30:00,2.303,0.0,,
485,03/12/2020 02:40:00,2.303,0.0,,
486,03/12/2020 02:50:00,2.303,0.0,,
487,03/12/2020 03:00:00,2.303,0.0,,
488,03/12/2020 03:10:00,2.303,0.0,,
489,03/12/2020 03:20:00,2.195,0.0,,
490,03/12/2020 03:30:00,2.410,0.0,,
491,03/12/2020 03:40:00,2.410,0.0,,
492,03/12/2020 03:50:00,2.410,0.0,,
493,03/12/2020 04:00:00,2.624,0.0,,
494,03/12/2020 04:10:00,2.624,0.0,,
495,03/12/2020 04:20:00,2.624,0.0,,
496,03/12/2020 04:30:00,2.624,0.0,,
497,03/12/2020 04:40:00,2.624,0.0,,
498,03/12/2020 04:50:00,2.517,0.0,,
499,03/12/2020 05:00:00,2.517,0.0,,
500,03/12/2020 05:10:00,2.624,0.0,,
501,03/12/2020 05:20:00,2.730,0.0,,
502,03/12/2020 05:30:00,2.730,0.0,,
503,03/12/2020 05:40:00,2.624,0.0,,
504,03/12/2020 05:50:00,2.517,0.0,,
505,03/12/2020 06:00:00,2.517,0.0,,
506,03/12/2020 06:10:00,2.624,0.0,,
507,03/12/2020 06:20:00,2.624,0.0,,
508,03/12/2020 06:30:00,2.730,0.0,,
509,03/12/2020 06:40:00,2.837,0.0,,
510,03/12/2020 06:50:00,2.837,0.0,,
511,03/12/2020 07:00:00,2.943,0.0,,
512,03/12/2020 07:10:00,2.943,0.0,,
513,03/12/2020 07:20:00,3.049,0.0,,
514,03/12/2020 07:30:00,3.049,0.0,,
515,03/12/2020 07:40:00,3.155,0.0,,
516,03/12/2020 07:50:00,3.155,32.3,,
517,03/12/2020 08:00:00,3.155,172.2,,
518,03/12/2020 08:10:00,3.261,247.6,,
519,03/12/2020 08:20:00,3.261,570.5,,
520,03/12/2020 08:30:00,3.261,731.9,,
521,03/12/2020 08:40:00,3.261,516.7,,
522,03/12/2020 08:50:00,3.367,559.7,,
523,03/12/2020 09:00:00,3.367,710.4,,
524,03/12/2020 09:10:00,3.261,473.6,,
525,03/12/2020 09:20:00,3.367,1065.6,,
526,03/12/2020 09:30:00,3.683,2066.7,,
527,03/12/2020 09:40:00,3.893,1808.3,,
528,03/12/2020 09:50:00,3.998,1087.2,,
529,03/12/2020 10:00:00,3.683,2238.9,,
530,03/12/2020 10:10:00,3.683,2411.1,,
531,03/12/2020 10:20:00,3.893,3100.0,,
532,03/12/2020 10:30:00,4.102,2927.8,,
533,03/12/2020 10:40:00,4.207,3788.9,,
534,03/12/2020 10:50:00,4.207,3100.0,,
535,03/12/2020 11:00:00,4.207,2497.2,,
536,03/12/2020 11:10:00,4.311,2497.2,,
537,03/12/2020 11:20:00,4.415,2755.6,,
538,03/12/2020 11:30:00,4.727,2927.8,,
539,03/12/2020 11:40:00,4.831,2669.5,,
540,03/12/2020 11:50:00,4.727,2927.8,,
