"Plot Title: 10347310"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10347310, SEN S/N: 10347310)","Intensity, Lux (LGR S/N: 10347310, SEN S/N: 10347310)","Bad Battery (LGR S/N: 10347310)","Host Connected (LGR S/N: 10347310)","Coupler Attached (LGR S/N: 10347310)","Stopped (LGR S/N: 10347310)","End Of File (LGR S/N: 10347310)"
208,01/12/2020 04:30:00,2.517,0.0,,,,,
209,01/12/2020 04:40:00,2.624,0.0,,,,,
210,01/12/2020 04:50:00,2.624,0.0,,,,,
211,01/12/2020 05:00:00,2.837,0.0,,,,,
212,01/12/2020 05:10:00,3.155,0.0,,,,,
213,01/12/2020 05:20:00,3.049,0.0,,,,,
214,01/12/2020 05:30:00,3.049,0.0,,,,,
215,01/12/2020 05:40:00,2.943,0.0,,,,,
216,01/12/2020 05:50:00,2.943,0.0,,,,,
217,01/12/2020 06:00:00,3.049,0.0,,,,,
218,01/12/2020 06:10:00,3.261,0.0,,,,,
219,01/12/2020 06:20:00,3.155,0.0,,,,,
220,01/12/2020 06:30:00,2.624,0.0,,,,,
221,01/12/2020 06:40:00,1.872,0.0,,,,,
222,01/12/2020 06:50:00,1.439,0.0,,,,,
223,01/12/2020 07:00:00,1.112,0.0,,,,,
224,01/12/2020 07:10:00,1.112,0.0,,,,,
225,01/12/2020 07:20:00,1.003,0.0,,,,,
226,01/12/2020 07:30:00,0.893,0.0,,,,,
227,01/12/2020 07:40:00,0.784,0.0,,,,,
228,01/12/2020 07:50:00,0.784,0.0,,,,,
229,01/12/2020 08:00:00,0.893,10.8,,,,,
230,01/12/2020 08:10:00,0.893,43.1,,,,,
231,01/12/2020 08:20:00,0.893,64.6,,,,,
232,01/12/2020 08:30:00,1.003,107.6,,,,,
233,01/12/2020 08:40:00,1.003,107.6,,,,,
234,01/12/2020 08:50:00,1.221,204.5,,,,,
235,01/12/2020 09:00:00,1.330,312.2,,,,,
236,01/12/2020 09:10:00,1.439,785.8,,,,,
237,01/12/2020 09:20:00,1.439,904.2,,,,,
238,01/12/2020 09:30:00,1.439,1054.9,,,,,
239,01/12/2020 09:40:00,1.548,1377.8,,,,,
240,01/12/2020 09:50:00,1.656,1894.5,,,,,
241,01/12/2020 10:00:00,1.764,2411.1,,,,,
242,01/12/2020 10:10:00,2.195,3100.0,,,,,
243,01/12/2020 10:20:00,2.195,2411.1,,,,,
244,01/12/2020 10:30:00,2.303,2755.6,,,,,
245,01/12/2020 10:40:00,2.303,2755.6,,,,,
246,01/12/2020 10:50:00,2.195,2755.6,,,,,
247,01/12/2020 11:00:00,2.195,2755.6,,,,,
248,01/12/2020 11:10:00,2.195,2411.1,,,,,
249,01/12/2020 11:20:00,2.195,2152.8,,,,,
250,01/12/2020 11:30:00,2.624,2411.1,,,,,
251,01/12/2020 11:40:00,2.837,1894.5,,,,,
252,01/12/2020 11:50:00,2.303,1722.2,,,,,
253,01/12/2020 12:00:00,2.410,2066.7,,,,,
254,01/12/2020 12:10:00,2.517,2755.6,,,,,
255,01/12/2020 12:20:00,2.943,3100.0,,,,,
256,01/12/2020 12:30:00,3.155,2927.8,,,,,
257,01/12/2020 12:40:00,3.261,2927.8,,,,,
258,01/12/2020 12:50:00,3.261,2927.8,,,,,
259,01/12/2020 13:00:00,3.261,2497.2,,,,,
260,01/12/2020 13:10:00,3.155,2497.2,,,,,
261,01/12/2020 13:20:00,3.261,3272.2,,,,,
262,01/12/2020 13:30:00,3.578,3444.5,,,,,
263,01/12/2020 13:40:00,3.788,4133.4,,,,,
264,01/12/2020 13:50:00,3.998,4305.6,,,,,
265,01/12/2020 14:00:00,4.207,4650.0,,,,,
266,01/12/2020 14:10:00,4.415,5166.7,,,,,
267,01/12/2020 14:20:00,4.519,4994.5,,,,,
268,01/12/2020 14:30:00,4.727,4650.0,,,,,
269,01/12/2020 14:40:00,4.519,3788.9,,,,,
270,01/12/2020 14:50:00,4.102,2755.6,,,,,
271,01/12/2020 15:00:00,3.788,2497.2,,,,,
272,01/12/2020 15:10:00,3.893,3444.5,,,,,
273,01/12/2020 15:20:00,4.207,3272.2,,,,,
274,01/12/2020 15:30:00,3.998,2066.7,,,,,
275,01/12/2020 15:40:00,3.788,1636.1,,,,,
276,01/12/2020 15:50:00,3.788,1894.5,,,,,
277,01/12/2020 16:00:00,3.578,818.1,,,,,
278,01/12/2020 16:10:00,3.261,602.8,,,,,
279,01/12/2020 16:20:00,3.049,516.7,,,,,
280,01/12/2020 16:30:00,2.837,204.5,,,,,
281,01/12/2020 16:40:00,2.730,86.1,,,,,
282,01/12/2020 16:50:00,2.624,21.5,,,,,
283,01/12/2020 17:00:00,2.624,0.0,,,,,
284,01/12/2020 17:10:00,2.624,0.0,,,,,
285,01/12/2020 17:20:00,2.517,0.0,,,,,
286,01/12/2020 17:30:00,2.517,0.0,,,,,
287,01/12/2020 17:40:00,2.410,0.0,,,,,
288,01/12/2020 17:50:00,2.517,0.0,,,,,
289,01/12/2020 18:00:00,2.517,0.0,,,,,
290,01/12/2020 18:10:00,2.517,0.0,,,,,
291,01/12/2020 18:20:00,2.517,0.0,,,,,
292,01/12/2020 18:30:00,2.517,0.0,,,,,
293,01/12/2020 18:40:00,2.517,0.0,,,,,
294,01/12/2020 18:50:00,2.410,0.0,,,,,
295,01/12/2020 19:00:00,2.410,0.0,,,,,
296,01/12/2020 19:10:00,2.410,0.0,,,,,
297,01/12/2020 19:20:00,2.410,0.0,,,,,
298,01/12/2020 19:30:00,2.410,0.0,,,,,
299,01/12/2020 19:40:00,2.410,0.0,,,,,
300,01/12/2020 19:50:00,2.410,0.0,,,,,
301,01/12/2020 20:00:00,2.410,0.0,,,,,
302,01/12/2020 20:10:00,2.410,0.0,,,,,
303,01/12/2020 20:20:00,2.410,0.0,,,,,
304,01/12/2020 20:30:00,2.410,0.0,,,,,
305,01/12/2020 20:40:00,2.410,0.0,,,,,
306,01/12/2020 20:50:00,2.303,0.0,,,,,
307,01/12/2020 21:00:00,2.195,0.0,,,,,
308,01/12/2020 21:10:00,2.195,0.0,,,,,
309,01/12/2020 21:20:00,2.195,0.0,,,,,
310,01/12/2020 21:30:00,2.303,0.0,,,,,
311,01/12/2020 21:40:00,2.303,0.0,,,,,
312,01/12/2020 21:50:00,2.303,0.0,,,,,
313,01/12/2020 22:00:00,2.303,0.0,,,,,
314,01/12/2020 22:10:00,2.410,0.0,,,,,
315,01/12/2020 22:20:00,2.410,0.0,,,,,
316,01/12/2020 22:30:00,2.410,0.0,,,,,
317,01/12/2020 22:40:00,2.410,0.0,,,,,
318,01/12/2020 22:50:00,2.410,0.0,,,,,
319,01/12/2020 23:00:00,2.410,0.0,,,,,
320,01/12/2020 23:10:00,2.303,0.0,,,,,
321,01/12/2020 23:20:00,2.303,0.0,,,,,
322,01/12/2020 23:30:00,2.303,0.0,,,,,
323,01/12/2020 23:40:00,2.303,0.0,,,,,
324,01/12/2020 23:50:00,2.303,0.0,,,,,
325,02/12/2020 00:00:00,2.088,0.0,,,,,
326,02/12/2020 00:10:00,1.872,0.0,,,,,
327,02/12/2020 00:20:00,1.656,0.0,,,,,
328,02/12/2020 00:30:00,1.330,0.0,,,,,
329,02/12/2020 00:40:00,1.003,0.0,,,,,
330,02/12/2020 00:50:00,0.784,0.0,,,,,
331,02/12/2020 01:00:00,0.674,0.0,,,,,
332,02/12/2020 01:10:00,0.674,0.0,,,,,
333,02/12/2020 01:20:00,0.674,0.0,,,,,
334,02/12/2020 01:30:00,0.893,0.0,,,,,
335,02/12/2020 01:40:00,1.003,0.0,,,,,
336,02/12/2020 01:50:00,1.221,0.0,,,,,
337,02/12/2020 02:00:00,1.330,0.0,,,,,
338,02/12/2020 02:10:00,1.548,0.0,,,,,
339,02/12/2020 02:20:00,1.764,0.0,,,,,
340,02/12/2020 02:30:00,1.872,0.0,,,,,
341,02/12/2020 02:40:00,1.872,0.0,,,,,
342,02/12/2020 02:50:00,1.980,0.0,,,,,
343,02/12/2020 03:00:00,1.980,0.0,,,,,
344,02/12/2020 03:10:00,1.872,0.0,,,,,
345,02/12/2020 03:20:00,1.872,0.0,,,,,
346,02/12/2020 03:30:00,1.872,0.0,,,,,
347,02/12/2020 03:40:00,1.872,0.0,,,,,
348,02/12/2020 03:50:00,1.872,0.0,,,,,
349,02/12/2020 04:00:00,1.872,0.0,,,,,
350,02/12/2020 04:10:00,1.872,0.0,,,,,
351,02/12/2020 04:20:00,1.872,0.0,,,,,
352,02/12/2020 04:30:00,1.872,0.0,,,,,
353,02/12/2020 04:40:00,1.980,0.0,,,,,
354,02/12/2020 04:50:00,1.980,0.0,,,,,
355,02/12/2020 05:00:00,1.980,0.0,,,,,
356,02/12/2020 05:10:00,1.980,0.0,,,,,
357,02/12/2020 05:20:00,1.980,0.0,,,,,
358,02/12/2020 05:30:00,1.980,0.0,,,,,
359,02/12/2020 05:40:00,2.088,0.0,,,,,
360,02/12/2020 05:50:00,2.088,0.0,,,,,
361,02/12/2020 06:00:00,1.980,0.0,,,,,
362,02/12/2020 06:10:00,1.980,0.0,,,,,
363,02/12/2020 06:20:00,2.088,0.0,,,,,
364,02/12/2020 06:30:00,1.980,0.0,,,,,
365,02/12/2020 06:40:00,1.980,0.0,,,,,
366,02/12/2020 06:50:00,2.088,0.0,,,,,
367,02/12/2020 07:00:00,2.088,0.0,,,,,
368,02/12/2020 07:10:00,2.088,0.0,,,,,
369,02/12/2020 07:20:00,2.088,0.0,,,,,
370,02/12/2020 07:30:00,2.088,0.0,,,,,
371,02/12/2020 07:40:00,2.088,0.0,,,,,
372,02/12/2020 07:50:00,2.195,0.0,,,,,
373,02/12/2020 08:00:00,2.195,32.3,,,,,
374,02/12/2020 08:10:00,2.303,64.6,,,,,
375,02/12/2020 08:20:00,2.303,161.5,,,,,
376,02/12/2020 08:30:00,2.303,226.0,,,,,
377,02/12/2020 08:40:00,2.410,290.6,,,,,
378,02/12/2020 08:50:00,2.410,409.0,,,,,
379,02/12/2020 09:00:00,2.517,484.4,,,,,
380,02/12/2020 09:10:00,2.517,645.8,,,,,
381,02/12/2020 09:20:00,2.624,1011.8,,,,,
382,02/12/2020 09:30:00,2.730,1313.2,,,,,
383,02/12/2020 09:40:00,2.837,1280.9,,,,,
384,02/12/2020 09:50:00,2.730,1463.9,,,,,
385,02/12/2020 10:00:00,2.943,2238.9,,,,,
386,02/12/2020 10:10:00,3.155,2755.6,,,,,
387,02/12/2020 10:20:00,3.155,2755.6,,,,,
388,02/12/2020 10:30:00,3.155,2583.4,,,,,
389,02/12/2020 10:40:00,3.155,3272.2,,,,,
390,02/12/2020 10:50:00,3.155,2152.8,,,,,
391,02/12/2020 11:00:00,3.155,3100.0,,,,,
392,02/12/2020 11:10:00,3.367,3444.5,,,,,
393,02/12/2020 11:20:00,3.472,4477.8,,,,,
394,02/12/2020 11:30:00,3.788,4650.0,,,,,
395,02/12/2020 11:40:00,3.998,5166.7,,,,,
396,02/12/2020 11:50:00,3.683,4477.8,,,,,
397,02/12/2020 12:00:00,4.102,5511.1,,,,,
398,02/12/2020 12:10:00,4.934,8611.2,,,,,
399,02/12/2020 12:20:00,4.934,9644.5,,,,,
400,02/12/2020 12:30:00,5.244,8611.2,,,,,
401,02/12/2020 12:40:00,4.831,5511.1,,,,,
402,02/12/2020 12:50:00,4.623,5338.9,,,,,
403,02/12/2020 13:00:00,4.415,4477.8,,,,,
404,02/12/2020 13:10:00,4.415,4305.6,,,,,
405,02/12/2020 13:20:00,4.311,4133.4,,,,,
406,02/12/2020 13:30:00,4.415,4994.5,,,,,
407,02/12/2020 13:40:00,4.727,6200.0,,,,,
408,02/12/2020 13:50:00,5.244,6200.0,,,,,
409,02/12/2020 14:00:00,5.757,7233.4,,,,,
410,02/12/2020 14:10:00,5.757,7233.4,,,,,
411,02/12/2020 14:20:00,5.962,6544.5,,,,,
412,02/12/2020 14:30:00,5.552,5511.1,,,,,
413,02/12/2020 14:40:00,5.347,5511.1,,,,,
414,02/12/2020 14:50:00,5.347,5166.7,,,,,
415,02/12/2020 15:00:00,4.934,3788.9,,,,,
416,02/12/2020 15:10:00,4.623,2927.8,,,,,
417,02/12/2020 15:20:00,4.311,2497.2,,,,,
418,02/12/2020 15:30:00,4.207,2152.8,,,,,
419,02/12/2020 15:40:00,3.893,1550.0,,,,,
420,02/12/2020 15:50:00,3.788,1216.3,,,,,
421,02/12/2020 16:00:00,3.683,667.4,,,,,
422,02/12/2020 16:10:00,3.472,473.6,,,,,
423,02/12/2020 16:20:00,3.367,301.4,,,,,
424,02/12/2020 16:30:00,3.155,129.2,,,,,
425,02/12/2020 16:40:00,3.049,64.6,,,,,
426,02/12/2020 16:50:00,2.943,21.5,,,,,
427,02/12/2020 17:00:00,2.837,0.0,,,,,
428,02/12/2020 17:10:00,2.837,0.0,,,,,
429,02/12/2020 17:20:00,2.730,0.0,,,,,
430,02/12/2020 17:30:00,2.730,0.0,,,,,
431,02/12/2020 17:40:00,2.624,0.0,,,,,
432,02/12/2020 17:50:00,2.624,0.0,,,,,
433,02/12/2020 18:00:00,2.624,0.0,,,,,
434,02/12/2020 18:10:00,2.624,0.0,,,,,
435,02/12/2020 18:20:00,2.624,0.0,,,,,
436,02/12/2020 18:30:00,2.517,0.0,,,,,
437,02/12/2020 18:40:00,2.410,0.0,,,,,
438,02/12/2020 18:50:00,2.410,0.0,,,,,
439,02/12/2020 19:00:00,2.195,0.0,,,,,
440,02/12/2020 19:10:00,2.195,0.0,,,,,
441,02/12/2020 19:20:00,2.195,0.0,,,,,
442,02/12/2020 19:30:00,2.195,0.0,,,,,
443,02/12/2020 19:40:00,2.088,0.0,,,,,
444,02/12/2020 19:50:00,2.195,0.0,,,,,
445,02/12/2020 20:00:00,2.195,0.0,,,,,
446,02/12/2020 20:10:00,2.195,0.0,,,,,
447,02/12/2020 20:20:00,2.195,0.0,,,,,
448,02/12/2020 20:30:00,2.195,0.0,,,,,
449,02/12/2020 20:40:00,2.195,0.0,,,,,
450,02/12/2020 20:50:00,2.195,0.0,,,,,
451,02/12/2020 21:00:00,2.088,0.0,,,,,
452,02/12/2020 21:10:00,2.088,0.0,,,,,
453,02/12/2020 21:20:00,2.195,0.0,,,,,
454,02/12/2020 21:30:00,2.195,0.0,,,,,
455,02/12/2020 21:40:00,2.195,0.0,,,,,
456,02/12/2020 21:50:00,2.088,0.0,,,,,
457,02/12/2020 22:00:00,2.088,0.0,,,,,
458,02/12/2020 22:10:00,1.980,0.0,,,,,
459,02/12/2020 22:20:00,1.872,0.0,,,,,
460,02/12/2020 22:30:00,1.872,0.0,,,,,
461,02/12/2020 22:40:00,1.872,0.0,,,,,
462,02/12/2020 22:50:00,1.872,0.0,,,,,
463,02/12/2020 23:00:00,1.980,0.0,,,,,
464,02/12/2020 23:10:00,2.088,0.0,,,,,
465,02/12/2020 23:20:00,2.088,0.0,,,,,
466,02/12/2020 23:30:00,1.980,0.0,,,,,
467,02/12/2020 23:40:00,1.980,0.0,,,,,
468,02/12/2020 23:50:00,1.872,0.0,,,,,
469,03/12/2020 00:00:00,1.764,0.0,,,,,
470,03/12/2020 00:10:00,1.656,0.0,,,,,
471,03/12/2020 00:20:00,1.548,0.0,,,,,
472,03/12/2020 00:30:00,1.656,0.0,,,,,
473,03/12/2020 00:40:00,1.548,0.0,,,,,
474,03/12/2020 00:50:00,1.548,0.0,,,,,
475,03/12/2020 01:00:00,1.548,0.0,,,,,
476,03/12/2020 01:10:00,1.548,0.0,,,,,
