date_time,th,origin
2024-12-08 15,4.484,H
2024-12-08 16,4.328,H
2024-12-08 17,3.788,H
2024-12-08 18,3.543,H
2024-12-08 19,3.384,H
2024-12-08 20,3.226,H
2024-12-08 21,2.943,H
2024-12-08 22,2.978,H
2024-12-08 23,3.19,H
2024-12-09 00,2.908,H
2024-12-09 01,2.553,H
2024-12-09 02,2.274,R
2024-12-09 03,2.277,R
2024-12-09 04,2.241,R
2024-12-09 05,2.156,R
2024-12-09 06,1.997,R
2024-12-09 07,2.267,H
2024-12-09 08,2.159,H
2024-12-09 09,2.016,H
2024-12-09 10,1.8,H
2024-12-09 11,1.926,H
2024-12-09 12,1.926,H
2024-12-09 13,2.016,H
2024-12-09 14,1.908,H
2024-12-09 15,2.052,H
2024-12-09 16,1.908,H
2024-12-09 17,1.98,H
2024-12-09 18,2.088,H
2024-12-09 19,2.034,H
2024-12-09 20,1.998,H
2024-12-09 21,1.746,H
2024-12-09 22,1.148,H
2024-12-09 23,1.294,H
2024-12-10 00,1.112,H
2024-12-10 01,1.33,H
2024-12-10 02,1.148,H
2024-12-10 03,1.112,H
2024-12-10 04,1.33,H
2024-12-10 05,1.255,R
2024-12-10 06,1.15,R
2024-12-10 07,1.33,H
2024-12-10 08,1.54,R
2024-12-10 09,1.998,H
2024-12-10 10,2.374,H
2024-12-10 11,2.73,H
2024-12-10 12,3.031,H
2024-12-10 13,2.978,H
2024-12-10 14,2.819,H
2024-12-10 15,2.217,R
2024-12-10 16,2.463,H
2024-12-10 17,2.249,H
2024-12-10 18,1.908,H
2024-12-10 19,1.548,H
2024-12-10 20,1.348,H
2024-12-10 21,1.348,H
2024-12-10 22,1.494,H
2024-12-10 23,1.457,H
2024-12-11 00,1.746,H
2024-12-11 01,1.944,H
2024-12-11 02,1.651,R
2024-12-11 03,1.632,R
2024-12-11 04,1.588,R
2024-12-11 05,1.549,R
2024-12-11 06,1.497,R
2024-12-11 07,1.36,R
2024-12-11 08,1.566,H
2024-12-11 09,1.344,R
2024-12-11 10,1.728,H
2024-12-11 11,1.98,H
2024-12-11 12,2.391,H
2024-12-11 13,3.031,H
2024-12-11 14,2.801,H
2024-12-11 15,2.623,H
2024-12-11 16,1.908,H
2024-12-11 17,1.728,H
2024-12-11 18,1.239,H
2024-12-11 19,1.33,H
2024-12-11 20,1.944,H
2024-12-11 21,1.98,H
2024-12-11 22,1.872,H
2024-12-11 23,1.602,H
2024-12-12 00,1.403,H
2024-12-12 01,1.021,H
2024-12-12 02,0.747,H
2024-12-12 03,-0.027,H
2024-12-12 04,0.342,H
2024-12-12 05,0.765,H
2024-12-12 06,0.82,H
2024-12-12 07,0.582,H
2024-12-12 08,0.966,H
2024-12-12 09,1.185,H
2024-12-12 10,1.71,H
2024-12-12 11,2.088,H
2024-12-12 12,2.213,H
2024-12-12 13,2.57,H
2024-12-12 14,2.535,H
2024-12-12 15,2.123,H
2024-12-12 16,1.583,H
2024-12-12 17,0.838,H
2024-12-12 18,0.526,H
2024-12-12 19,0.581,H
2024-12-12 20,0.38,H
2024-12-12 21,0.084,H
2024-12-12 22,-0.009,H
2024-12-12 23,0.195,H
2024-12-13 00,0.453,H
2024-12-13 01,-0.233,H
2024-12-13 02,-0.475,H
2024-12-13 03,-0.418,H
2024-12-13 04,-0.587,H
2024-12-13 05,-0.868,H
2024-12-13 06,-1.209,H
2024-12-13 07,-1.379,H
2024-12-13 08,-1.304,H
2024-12-13 09,0.87,R
2024-12-13 10,1.954,H
2024-12-13 11,1.401,H
2024-12-13 12,1.074,H
2024-12-13 13,2.626,H
2024-12-13 14,0.342,R
2024-12-13 15,-0.606,R
2024-12-13 16,-1.182,R
2024-12-13 17,-1.761,H
2024-12-13 18,-1.722,H
2024-12-13 19,-1.475,H
2024-12-13 20,-1.513,H
2024-12-13 21,-1.437,H
2024-12-13 22,-1.341,H
2024-12-13 23,-1.494,H
2024-12-14 00,-1.076,H
2024-12-14 01,-0.662,H
2024-12-14 02,-0.549,H
2024-12-14 03,0.156,H
2024-12-14 04,1.003,H
2024-12-14 05,1.438,H
2024-12-14 06,1.62,H
2024-12-14 07,1.62,H
2024-12-14 08,1.71,H
2024-12-14 09,2.605,H
2024-12-14 10,2.961,H
2024-12-14 11,3.155,H
2024-12-14 12,4.102,H
2024-12-14 13,3.647,H
2024-12-14 14,2.961,H
2024-12-14 15,2.784,H
2024-12-14 16,2.499,H
2024-12-14 17,2.356,H
2024-12-14 18,1.709,H
2024-12-14 19,1.511,H
2024-12-14 20,1.276,H
2024-12-14 21,1.167,R
2024-12-14 22,1.308,R
2024-12-14 23,1.284,R
2024-12-15 00,1.226,R
2024-12-15 01,1.33,H
2024-12-15 02,1.53,H
2024-12-15 03,1.312,H
2024-12-15 04,0.83,R
2024-12-15 05,1.039,H
2024-12-15 06,0.911,H
2024-12-15 07,0.783,H
2024-12-15 08,0.655,H
2024-12-15 09,0.903,R
2024-12-15 10,1.148,H
2024-12-15 11,2.263,H
2024-12-15 12,2.695,H
2024-12-15 13,2.606,H
2024-12-15 14,2.446,H
2024-12-15 15,2.588,H
2024-12-15 16,2.606,H
2024-12-15 17,2.392,H
2024-12-15 18,2.066,R
2024-12-15 19,2.249,H
2024-12-15 20,2.41,H
2024-12-15 21,2.677,H
2024-12-15 22,2.943,H
2024-12-15 23,3.067,H
