dttm,temp,origin
2024.01.03 13,11.8328,H
2024.01.03 14,12.2840,H
2024.01.03 15,13.4073,H
2024.01.03 16,12.0580,H
2024.01.03 17,11.8165,H
2024.01.03 18,9.3193,H
2024.01.03 19,8.0068,H
2024.01.03 20,9.1303,H
2024.01.03 21,8.4543,H
2024.01.03 22,9.2453,H
2024.01.03 23,9.2620,H
2024.01.04 00,9.0975,H
2024.01.04 01,9.2457,H
2024.01.04 02,8.9987,H
2024.01.04 03,8.6198,H
2024.01.04 04,8.5207,H
2024.01.04 05,8.4377,H
2024.01.04 06,8.2392,H
2024.01.04 07,8.3880,H
2024.01.04 08,8.4432,R
2024.01.04 09,8.7025,H
2024.01.04 10,9.0810,H
2024.01.04 11,9.4098,H
2024.01.04 12,9.9825,H
2024.01.04 13,11.0553,H
2024.01.04 14,12.0563,H
2024.01.04 15,9.8683,H
2024.01.04 16,9.2457,H
2024.01.04 17,8.5205,H
2024.01.04 18,7.6240,H
2024.01.04 19,7.4740,H
2024.01.04 20,7.4573,H
2024.01.04 21,6.7863,H
2024.01.04 22,5.4332,H
2024.01.04 23,5.1090,H
2024.01.05 00,5.3650,H
2024.01.05 01,5.6380,H
2024.01.05 02,5.5697,H
2024.01.05 03,6.7347,H
2024.01.05 04,7.5708,H
2024.01.05 05,9.6718,H
2024.01.05 06,10.3577,H
2024.01.05 07,10.1623,H
2024.01.05 08,9.9663,H
2024.01.05 09,10.1297,H
2024.01.05 10,9.6702,H
2024.01.05 11,8.4212,H
2024.01.05 12,8.9002,H
2024.01.05 13,9.8355,H
2024.01.05 14,10.1620,H
2024.01.05 15,9.5410,H
2024.01.05 16,9.0318,H
2024.01.05 17,8.5207,H
2024.01.05 18,7.8407,H
2024.01.05 19,7.9075,H
2024.01.05 20,7.6075,H
2024.01.05 21,7.4907,H
2024.01.05 22,7.2698,R
2024.01.05 23,7.1568,H
2024.01.06 00,6.8212,H
2024.01.06 01,6.5018,H
2024.01.06 02,6.2315,H
2024.01.06 03,5.9780,H
2024.01.06 04,5.5867,H
2024.01.06 05,5.5097,R
2024.01.06 06,5.3141,R
2024.01.06 07,5.4119,R
2024.01.06 08,6.0782,H
2024.01.06 09,6.0795,H
2024.01.06 10,6.7703,H
2024.01.06 11,7.8732,H
2024.01.06 12,7.3903,H
2024.01.06 13,7.1735,H
2024.01.06 14,6.6700,H
2024.01.06 15,6.3835,H
2024.01.06 16,5.9270,H
2024.01.06 17,5.6890,H
2024.01.06 18,5.2968,H
2024.01.06 19,5.1260,H
2024.01.06 20,5.0233,H
2024.01.06 21,5.0917,H
2024.01.06 22,4.8000,H
2024.01.06 23,4.6448,H
2024.01.07 00,4.5588,H
2024.01.07 01,4.1437,H
2024.01.07 02,4.0570,H
2024.01.07 03,4.0917,H
2024.01.07 04,3.5525,H
2024.01.07 05,3.4650,H
2024.01.07 06,3.4300,H
2024.01.07 07,3.2200,H
2024.01.07 08,3.2607,R
2024.01.07 09,3.2723,H
2024.01.07 10,3.4650,H
2024.01.07 11,3.5700,H
2024.01.07 12,3.8138,H
2024.01.07 13,4.0050,H
2024.01.07 14,4.0223,H
2024.01.07 15,3.4825,H
2024.01.07 16,2.7617,H
2024.01.07 17,2.8500,H
2024.01.07 18,1.8727,H
2024.01.07 19,1.2078,H
2024.01.07 20,1.4060,H
2024.01.07 21,0.9538,H
2024.01.07 22,0.4805,H
2024.01.07 23,0.1870,H
